composer,filename,work,fold
bach,Bwv1066_Orchestral_suite_n1_Passpied.mid,bwv1066_orchestral_suite_n1_passpied,0
bach,Bwv1067_Orchestral_suite_n2_Badineri.mid,bwv1067_orchestral_suite_n2_badineri,4
bach,Bwv1067_Orchestral_suite_n2_Menuet.mid,bwv1067_orchestral_suite_n2_menuet,3
bach,Bwv1067_Orchestral_suite_n2_Overture.mid,bwv1067_orchestral_suite_n2_overture,1
bach,Bwv1067_Orchestral_suite_n2_Polonais.mid,bwv1067_orchestral_suite_n2_polonais,2
bach,Bwv1067_Orchestral_suite_n2_Rondeau.mid,bwv1067_orchestral_suite_n2_rondeau,2
bach,Bwv1067_Orchestral_suite_n2_Sarabande.mid,bwv1067_orchestral_suite_n2_sarabande,0
bach,Bwv1068_Orchestral_suite_n3_Air.mid,bwv1068_orchestral_suite_n3_air,3
bach,Bwv1068_Orchestral_suite_n3_Gavotte.mid,bwv1068_orchestral_suite_n3_gavotte,4
bach,Bwv1068_Orchestral_suite_n3_Gigue.mid,bwv1068_orchestral_suite_n3_gigue,3
bach,Bwv1068_Orchestral_suite_n3_Overture.mid,bwv1068_orchestral_suite_n3_overture,1
bach,Bwv1069_Orchestral_suite_n4_Bourree.mid,bwv1069_orchestral_suite_n4_bourree,3
bach,Bwv1069_Orchestral_suite_n4_Gavotte.mid,bwv1069_orchestral_suite_n4_gavotte,0
bach,Bwv1069_Orchestral_suite_n4_Menuet.mid,bwv1069_orchestral_suite_n4_menuet,0
bach,Bwv1069_Orchestral_suite_n4_Overture.mid,bwv1069_orchestral_suite_n4_overture,4
bach,Bwv1069_Orchestral_suite_n4_Rejouissance.mid,bwv1069_orchestral_suite_n4_rejouissance,1
bach,Musical_Offering_n1_Ricercare_a_3.mid,musical_offering_n1_ricercare_a_3,0
bach,Musical_Offering_n10.mid,musical_offering_n10,3
bach,Musical_Offering_n11.mid,musical_offering_n11,2
bach,Musical_Offering_n13.mid,musical_offering_n13,3
bach,Musical_Offering_n14.mid,musical_offering_n14,1
bach,Musical_Offering_n15_Trio-Largo.mid,musical_offering_n15_trio-largo,1
bach,Musical_Offering_n16_Trio-Allegro.mid,musical_offering_n16_trio-allegro,0
bach,Musical_Offering_n17_Trio-Andante.mid,musical_offering_n17_trio-andante,4
bach,Musical_Offering_n18_Trio-Allegro.mid,musical_offering_n18_trio-allegro,2
bach,Musical_Offering_n19.mid,musical_offering_n19,4
bach,Musical_Offering_n2_Canon_Perpetuus.mid,musical_offering_n2_canon_perpetuus,1
bach,Musical_Offering_n3.mid,musical_offering_n3,4
bach,Musical_Offering_n5.mid,musical_offering_n5,0
bach,Musical_Offering_n6.mid,musical_offering_n6,2
bach,Musical_Offering_n7.mid,musical_offering_n7,2
bach,Musical_Offering_n8.mid,musical_offering_n8,2
bach,Canon_Fugue_n2.mid,canon_fugue_n2,3
bach,Canon_Fugue_n3.mid,canon_fugue_n3,2
bach,Canon_Fugue_n4.mid,canon_fugue_n4,0
bach,Counter_Fugue_n1.mid,counter_fugue_n1,0
bach,Counter_Fugue_n2.mid,counter_fugue_n2,0
bach,Counter_Fugue_n3.mid,counter_fugue_n3,1
bach,Double_Fugue_n1.mid,double_fugue_n1,1
bach,Double_Fugue_n2.mid,double_fugue_n2,0
bach,Mirror_Fugue_n1.mid,mirror_fugue_n1,0
bach,Mirror_Fugue_n2.mid,mirror_fugue_n2,1
bach,Simple_Fugue_Inverted_Subject_n1.mid,simple_fugue_inverted_subject_n1,4
bach,Simple_Fugue_Inverted_Subject_n2.mid,simple_fugue_inverted_subject_n2,2
bach,Simple_Fugue_Regular_Subject_n1.mid,simple_fugue_regular_subject_n1,4
bach,Simple_Fugue_Regular_Subject_n2.mid,simple_fugue_regular_subject_n2,2
bach,The_Art_of_the_Fugue_BWV1080.mid,the_art_of_the_fugue_bwv1080,4
bach,Unfinished_Fugue.mid,unfinished_fugue,2
bach,01_Kyrie_Eleison.mid,01_kyrie_eleison,1
bach,03_Kyrie_Eleison.mid,03_kyrie_eleison,1
bach,04_Chor_Gloria_In_Exelcis.mid,04_chor_gloria_in_exelcis,0
bach,05_Aria_For_Soprano.mid,05_aria_for_soprano,0
bach,06_Chor_Gratias_Animus_Tibi.mid,06_chor_gratias_animus_tibi,2
bach,07_Duet_Domine_Deus.mid,07_duet_domine_deus,0
bach,08_Chor_Qui_Tollis.mid,08_chor_qui_tollis,3
bach,09_Aria_Qui_Sedes.mid,09_aria_qui_sedes,0
bach,10_Aria_Quoniam.mid,10_aria_quoniam,1
bach,11_Chor_Cum_Sancto.mid,11_chor_cum_sancto,4
bach,12_Chor_Credo_In_Unum_Deum.mid,12_chor_credo_in_unum_deum,4
bach,13_Chor_Patrem_Omnipotentem.mid,13_chor_patrem_omnipotentem,4
bach,14_Duet_In_Unum.mid,14_duet_in_unum,3
bach,15_Et_Incarnatus__Cricifixus.mid,15_et_incarnatus__cricifixus,0
bach,16_Et_Ressurexit.mid,16_et_ressurexit,2
bach,17_Bass_Aria_Et_In_Spritum.mid,17_bass_aria_et_in_spritum,4
bach,18_Confiteor.mid,18_confiteor,4
bach,19_Sanctus.mid,19_sanctus,0
bach,20_Osanna.mid,20_osanna,3
bach,21_Benedictus.mid,21_benedictus,1
bach,22_Agnus_Dei.mid,22_agnus_dei,2
bach,23_Donna_Nobis_Pacem.mid,23_donna_nobis_pacem,2
bach,1Bass_Aria.mid,1bass_aria,2
bach,2Aus_Liebe_will_mein_Heiland_sterban_Soprano_Aria.mid,2aus_liebe_will_mein_heiland_sterban_soprano_aria,0
bach,4Blute_nur_du_liebes_Herz_Soprano_Aria.mid,4blute_nur_du_liebes_herz_soprano_aria,0
bach,5Erbarme_dicht_mein_Gott_Alto_Aria.mid,5erbarme_dicht_mein_gott_alto_aria,4
bach,6Herzliebster_Jesu_Chorus.mid,6herzliebster_jesu_chorus,0
bach,7Ko_nnen_Tra_nen_meiner_Wangen_nichts_erlangen_Alto_Aria.mid,7ko_nnen_tra_nen_meiner_wangen_nichts_erlangen_alto_aria,3
bach,8Mache_dich_mein_herz_Bass_Aria.mid,8mache_dich_mein_herz_bass_aria,3
bach,9O_Haupt_voll_Blut_und_Wunden_Chorus.mid,9o_haupt_voll_blut_und_wunden_chorus,3
bach,Bwv772_Invention_n01.mid,bwv772_invention_n01,3
bach,invent10.mid,invent10,2
bach,invent11.mid,invent11,3
bach,invent12.mid,invent12,2
bach,invent13.mid,invent13,0
bach,invent15.mid,invent15,3
bach,invent3.mid,invent3,0
bach,invent4.mid,invent4,4
bach,invent5.mid,invent5,3
bach,invent8.mid,invent8,3
bach,invent9.mid,invent9,2
bach,Bwv773_Invention_n02.mid,bwv773_invention_n02,1
bach,Bwv774_Invention_n03.mid,bwv774_invention_n03,1
bach,Bwv775_Invention_n04.mid,bwv775_invention_n04,0
bach,Bwv777_Invention_n06.mid,bwv777_invention_n06,0
bach,Bwv778_Invention_n07.mid,bwv778_invention_n07,4
bach,Bwv779_Invention_n08.mid,bwv779_invention_n08,3
bach,Bwv780_Invention_n09.mid,bwv780_invention_n09,4
bach,Bwv781_Invention_n10.mid,bwv781_invention_n10,2
bach,Bwv782_Invention_n11.mid,bwv782_invention_n11,3
bach,Bwv783_Invention_n12.mid,bwv783_invention_n12,4
bach,Bwv784_Invention_n13.mid,bwv784_invention_n13,2
bach,Bwv786_Invention_n15.mid,bwv786_invention_n15,1
bach,Bwv0787_Sinfonia_n1.mid,bwv0787_sinfonia_n1,1
bach,Bwv0788_Sinfonia_n2.mid,bwv0788_sinfonia_n2,3
bach,Bwv0789_Sinfonia_n3.mid,bwv0789_sinfonia_n3,2
bach,Bwv0790_Sinfonia_n4.mid,bwv0790_sinfonia_n4,1
bach,Bwv0791_Sinfonia_n5.mid,bwv0791_sinfonia_n5,2
bach,Bwv0792_Sinfonia_n6.mid,bwv0792_sinfonia_n6,2
bach,Bwv0793_Sinfonia_n7.mid,bwv0793_sinfonia_n7,3
bach,Bwv0794_Sinfonia_n8.mid,bwv0794_sinfonia_n8,4
bach,Bwv0795_Sinfonia_n9.mid,bwv0795_sinfonia_n9,1
bach,Bwv0796_Sinfonia_n10.mid,bwv0796_sinfonia_n10,2
bach,Bwv0797_Sinfonia_n11.mid,bwv0797_sinfonia_n11,0
bach,Bwv0799_Sinfonia_n13.mid,bwv0799_sinfonia_n13,4
bach,Bwv0800_Sinfonia_n14.mid,bwv0800_sinfonia_n14,4
bach,Bwv0801_Sinfonia_n15.mid,bwv0801_sinfonia_n15,3
bach,WT1_1A.mid,wt1_1a,1
bach,WT1_1B.mid,wt1_1b,4
bach,WT1_2A.mid,wt1_2a,2
bach,WT1_3A.mid,wt1_3a,4
bach,WT1_3B.mid,wt1_3b,4
bach,WT1_4A.mid,wt1_4a,1
bach,WT1_4B.mid,wt1_4b,0
bach,WT1_5A.mid,wt1_5a,3
bach,WT1_5B.mid,wt1_5b,0
bach,WT1_6A.mid,wt1_6a,4
bach,WT1_6B.mid,wt1_6b,1
bach,WT1_7B.mid,wt1_7b,1
bach,WT1_8A.mid,wt1_8a,4
bach,WT1_8B.mid,wt1_8b,0
bach,WT1_9A.mid,wt1_9a,3
bach,WT1_9B.mid,wt1_9b,4
bach,WT1_X1B.mid,wt1_x1b,3
bach,WT1_X2B.mid,wt1_x2b,0
bach,WT1_X3A.mid,wt1_x3a,4
bach,WT1_X3B.mid,wt1_x3b,2
bach,WT1_X4A.mid,wt1_x4a,2
bach,WT1_X4B.mid,wt1_x4b,1
bach,WT1_X5A.mid,wt1_x5a,3
bach,WT1_X6A.mid,wt1_x6a,1
bach,WT1_X6B.mid,wt1_x6b,1
bach,WT1_X7A.mid,wt1_x7a,2
bach,WT1_X8B.mid,wt1_x8b,2
bach,WT1_X9A.mid,wt1_x9a,2
bach,WT1_X9B.mid,wt1_x9b,0
bach,WT1_X_A.mid,wt1_x_a,1
bach,WT1_X_B.mid,wt1_x_b,0
bach,WT1_XX1A.mid,wt1_xx1a,1
bach,WT1_XX1B.mid,wt1_xx1b,1
bach,WT1_XX2A.mid,wt1_xx2a,4
bach,WT1_XX2B.mid,wt1_xx2b,1
bach,WT1_XX3A.mid,wt1_xx3a,3
bach,WT1_XX3B.mid,wt1_xx3b,4
bach,WT1_XX4A.mid,wt1_xx4a,2
bach,WT1_XX_A.mid,wt1_xx_a,4
bach,Wtcii01b.mid,wtcii01b,2
bach,WTCII02A.mid,wtcii02a,4
bach,Wtcii02b.mid,wtcii02b,4
bach,WTCII03A.mid,wtcii03a,0
bach,Wtcii03b.mid,wtcii03b,2
bach,WTCII04A.mid,wtcii04a,3
bach,Wtcii04b.mid,wtcii04b,4
bach,WTCII05A.mid,wtcii05a,2
bach,WTCII06A.mid,wtcii06a,3
bach,WTCII07A.mid,wtcii07a,3
bach,Wtcii07b.mid,wtcii07b,1
bach,WTCII08A.mid,wtcii08a,1
bach,Wtcii08b.mid,wtcii08b,3
bach,WTCII09A.mid,wtcii09a,0
bach,Wtcii09b.mid,wtcii09b,1
bach,Wtcii10a.mid,wtcii10a,1
bach,Wtcii10b.mid,wtcii10b,0
bach,Wtcii11a.mid,wtcii11a,0
bach,Wtcii11b.mid,wtcii11b,3
bach,WTCII12A.mid,wtcii12a,1
bach,Wtcii12b.mid,wtcii12b,2
bach,WTCII13A.mid,wtcii13a,0
bach,WTCII14A.mid,wtcii14a,3
bach,Wtcii14b.mid,wtcii14b,3
bach,WTCII15A.mid,wtcii15a,4
bach,WTCII16A.mid,wtcii16a,0
bach,Wtcii16b.mid,wtcii16b,3
bach,WTCII17A.mid,wtcii17a,3
bach,Wtcii17b.mid,wtcii17b,4
bach,WTCII18A.mid,wtcii18a,4
bach,Wtcii19b.mid,wtcii19b,2
bach,Wtcii20b.mid,wtcii20b,1
bach,WTCII21A.mid,wtcii21a,3
bach,Wtcii21b.mid,wtcii21b,0
bach,WTCII22A.mid,wtcii22a,2
bach,Wtcii22b.mid,wtcii22b,4
bach,WTCII23A.mid,wtcii23a,1
bach,Wtcii23b.mid,wtcii23b,0
bach,Wtcii24a.mid,wtcii24a,4
bach,Wtcii24b.mid,wtcii24b,1
bach,Bwv1087_14_Canons.mid,bwv1087_14_canons,0
bach,Variation_00_Aria.mid,variation_00_aria,0
bach,Variation_02.mid,variation_02,2
bach,Variation_05.mid,variation_05,3
bach,Variation_07.mid,variation_07,4
bach,Variation_08.mid,variation_08,2
bach,Variation_09.mid,variation_09,2
bach,Variation_10.mid,variation_10,2
bach,Variation_11.mid,variation_11,2
bach,Variation_13.mid,variation_13,0
bach,Variation_14.mid,variation_14,2
bach,Variation_15.mid,variation_15,0
bach,Variation_16.mid,variation_16,3
bach,Variation_18.mid,variation_18,3
bach,Variation_19.mid,variation_19,3
bach,Variation_20.mid,variation_20,3
bach,Variation_21.mid,variation_21,3
bach,Variation_22.mid,variation_22,4
bach,Variation_23.mid,variation_23,4
bach,Variation_24.mid,variation_24,4
bach,Variation_25.mid,variation_25,1
bach,Variation_27.mid,variation_27,4
bach,Variation_28.mid,variation_28,4
bach,Clavierubung_Part_111Duet_No2_in_F_Major.mid,clavierubung_part_111duet_no2_in_f_major,1
bach,Bwv1042_Violin_Concerto_n2_1mov.mid,bwv1042_violin_concerto_n2,1
bach,Bwv1042_Violin_Concerto_n2_2mov.mid,bwv1042_violin_concerto_n2,1
bach,Bwv1042_Violin_Concerto_n2_3mov.mid,bwv1042_violin_concerto_n2,1
bach,Bwv1043_Two_Violins_Concerto_n3_1mov.mid,bwv1043_two_violins_concerto_n3,2
bach,Bwv1043_Two_Violins_Concerto_n3_2mov.mid,bwv1043_two_violins_concerto_n3,2
bach,Bwv1043_Two_Violins_Concerto_n3_3mov.mid,bwv1043_two_violins_concerto_n3,2
bach,Bwv1044_Flute_Violin_and_Harpsichord_Concerto_1mov.mid,bwv1044_flute_violin_and_harpsichord_concerto,0
bach,Bwv1044_Flute_Violin_and_Harpsichord_Concerto_2mov.mid,bwv1044_flute_violin_and_harpsichord_concerto,0
bach,Bwv1044_Flute_Violin_and_Harpsichord_Concerto_3mov.mid,bwv1044_flute_violin_and_harpsichord_concerto,0
bach,Bwv1046_Brandenburg_Concert_n1_1mov.mid,bwv1046_brandenburg_concert_n1,1
bach,Bwv1046_Brandenburg_Concert_n1_2mov.mid,bwv1046_brandenburg_concert_n1,1
bach,Bwv1046_Brandenburg_Concert_n1_3mov.mid,bwv1046_brandenburg_concert_n1,1
bach,Bwv1047_Brandenburg_Concert_n2_1mov.mid,bwv1047_brandenburg_concert_n2,3
bach,Bwv1047_Brandenburg_Concert_n2_2mov.mid,bwv1047_brandenburg_concert_n2,3
bach,Bwv1047_Brandenburg_Concert_n2_3mov.mid,bwv1047_brandenburg_concert_n2,3
bach,Bwv1048_Brandenburg_Concert_n3_1mov_B.mid,bwv1048_brandenburg_concert_n3_1mov_b,4
bach,Bwv1048_Brandenburg_Concert_n3_1mov.mid,bwv1048_brandenburg_concert_n3,0
bach,Bwv1048_Brandenburg_Concert_n3_2-3movs.mid,bwv1048_brandenburg_concert_n3_2-3movs,1
bach,Bwv1049_Brandenburg_Concert_n4_1mov.mid,bwv1049_brandenburg_concert_n4,1
bach,Bwv1049_Brandenburg_Concert_n4_2mov.mid,bwv1049_brandenburg_concert_n4,1
bach,Bwv1049_Brandenburg_Concert_n4_3mov.mid,bwv1049_brandenburg_concert_n4,1
bach,Bwv1050_Brandenburg_Concert_n5_1-2-3movs.mid,bwv1050_brandenburg_concert_n5_1-2-3movs,2
bach,Bwv1051_Brandenburg_Concert_n6_1mov.mid,bwv1051_brandenburg_concert_n6,0
bach,Bwv1051_Brandenburg_Concert_n6_2mov.mid,bwv1051_brandenburg_concert_n6,0
bach,Bwv1051_Brandenburg_Concert_n6_3mov.mid,bwv1051_brandenburg_concert_n6,0
bach,Bwv1052_Harpsichord_Concerto_n1_1mov.mid,bwv1052_harpsichord_concerto_n1,4
bach,Bwv1052_Harpsichord_Concerto_n1_2mov.mid,bwv1052_harpsichord_concerto_n1,4
bach,Bwv1052_Harpsichord_Concerto_n1_3mov.mid,bwv1052_harpsichord_concerto_n1,4
bach,Bwv1052_Harpsichord_Concerto_n1b.mid,bwv1052_harpsichord_concerto_n1b,3
bach,Bwv1053_Harpsichord_Concerto_n2_1mov.mid,bwv1053_harpsichord_concerto_n2,3
bach,Bwv1053_Harpsichord_Concerto_n2_2mov.mid,bwv1053_harpsichord_concerto_n2,3
bach,Bwv1053_Harpsichord_Concerto_n2_3mov.mid,bwv1053_harpsichord_concerto_n2,3
bach,Bwv1054_Harpsichord_Concerto_n3_1mov.mid,bwv1054_harpsichord_concerto_n3,3
bach,Bwv1054_Harpsichord_Concerto_n3_2mov.mid,bwv1054_harpsichord_concerto_n3,3
bach,Bwv1054_Harpsichord_Concerto_n3_3mov.mid,bwv1054_harpsichord_concerto_n3,3
bach,Bwv1055_Harpsichord_Concerto_n4_1mov.mid,bwv1055_harpsichord_concerto_n4,4
bach,Bwv1055_Harpsichord_Concerto_n4_2mov.mid,bwv1055_harpsichord_concerto_n4,4
bach,Bwv1055_Harpsichord_Concerto_n4_3mov.mid,bwv1055_harpsichord_concerto_n4,4
bach,Bwv1056_Harpsichord_Concerto_n5.mid,bwv1056_harpsichord_concerto_n5,4
bach,Bwv1057_Harpsichord_Concerto_n6_2mov.mid,bwv1057_harpsichord_concerto_n6,2
bach,Bwv1057_Harpsichord_Concerto_n6_3mov.mid,bwv1057_harpsichord_concerto_n6,2
bach,Bwv1060_Two_Harpsichords_Concerto_n1.mid,bwv1060_two_harpsichords_concerto_n1,3
bach,Bwv1062_Two_Harpsichords_Concerto_n3.mid,bwv1062_two_harpsichords_concerto_n3,2
bach,Bwv1063_Three_Harpsichords_Concerto_n1.mid,bwv1063_three_harpsichords_concerto_n1,2
bach,Bwv1064_Three_Harpsichords_Concerto_n2_1mov.mid,bwv1064_three_harpsichords_concerto_n2,2
bach,Bwv1064_Three_Harpsichords_Concerto_n2_2mov.mid,bwv1064_three_harpsichords_concerto_n2,2
bach,Bwv1064_Three_Harpsichords_Concerto_n2_3mov.mid,bwv1064_three_harpsichords_concerto_n2,2
bach,Bwv1065_Four_Harpsichords_Concerto.mid,bwv1065_four_harpsichords_concerto,2
bach,Jesu_Joy_of_Man_Desiring.mid,jesu_joy_of_man_desiring,0
bach,Minuet_in_G.mid,minuet_in_g,2
bach,Piano_version_of_Bachs_two_part_inventions_No.mid,piano_version_of_bachs_two_part_inventions_no,1
bach,Piano_version_of_Bachs_two_part_inventions_No1.mid,piano_version_of_bachs_two_part_inventions_no1,1
bach,Piano_version_of_Bachs_two_part_inventions_No10.mid,piano_version_of_bachs_two_part_inventions_no10,1
bach,Piano_version_of_Bachs_two_part_inventions_No11.mid,piano_version_of_bachs_two_part_inventions_no11,4
bach,Piano_version_of_Bachs_two_part_inventions_No12.mid,piano_version_of_bachs_two_part_inventions_no12,2
bach,Piano_version_of_Bachs_two_part_inventions_No13.mid,piano_version_of_bachs_two_part_inventions_no13,0
bach,Piano_version_of_Bachs_two_part_inventions_No14.mid,piano_version_of_bachs_two_part_inventions_no14,1
bach,Piano_version_of_Bachs_two_part_inventions_No15.mid,piano_version_of_bachs_two_part_inventions_no15,2
bach,Piano_version_of_Bachs_two_part_inventions_No2.mid,piano_version_of_bachs_two_part_inventions_no2,2
bach,Piano_version_of_Bachs_two_part_inventions_No4.mid,piano_version_of_bachs_two_part_inventions_no4,4
bach,Piano_version_of_Bachs_two_part_inventions_No5.mid,piano_version_of_bachs_two_part_inventions_no5,1
bach,Piano_version_of_Bachs_two_part_inventions_No9.mid,piano_version_of_bachs_two_part_inventions_no9,3
bach,Prelude_and_Fugue_in_C_Sharp_BWV_872.mid,prelude_and_fugue_in_c_sharp_bwv_872,2
bach,Prelude_and_Fugue_in_D.mid,prelude_and_fugue_in_d,2
bach,Tocatto_No1_in_F_Sharp_Minor_BWV_910.mid,tocatto_no1_in_f_sharp_minor_bwv_910,2
bach,Toccata_and_Fugue_in_D_minor_BWV_565_Busoni_Piano_Arr.mid,toccata_and_fugue_in_d_minor_bwv_565_busoni_piano_arr,4
beethoven,32_Variations_on_a_theme.mid,32_variations_on_a_theme,1
beethoven,Andante_in_F_Major.mid,andante_in_f_major,3
beethoven,Anh08Nb1_Gavotte_4_hands.mid,anh08nb1_gavotte_4_hands,2
beethoven,Bagatella_Fur_Elise.mid,bagatella_fur_elise,2
beethoven,Bagatella_op33_n1.mid,bagatella_op33_n1,0
beethoven,Bagatella_op33_n2.mid,bagatella_op33_n2,4
beethoven,Bagatella_op33_n3.mid,bagatella_op33_n3,1
beethoven,Bagatella_op33_n4.mid,bagatella_op33_n4,1
beethoven,Bagatella_op33_n5.mid,bagatella_op33_n5,0
beethoven,83.mid,83,3
beethoven,Sonata_No_17_in_D_minor_op_31_No_2__Tempest.mid,sonata_no_17_in_d_minor_op_31_no_2__tempest,0
beethoven,Fur_Elise.mid,fur_elise,3
beethoven,Hess057_Bagatella.mid,hess057_bagatella,2
beethoven,Hess061_Anglaise.mid,hess061_anglaise,1
beethoven,Hess063_keyb_Kaplied.mid,hess063_keyb_kaplied,0
beethoven,Hess073_Bagatella.mid,hess073_bagatella,1
beethoven,Hess074_Bagatella.mid,hess074_bagatella,1
beethoven,HessA21_Bagatella.mid,hessa21_bagatella,2
beethoven,Lieder_op46_Adelaide.mid,lieder_op46_adelaide,2
beethoven,Lieder_op48_n1_Bitten.mid,lieder_op48_n1_bitten,1
beethoven,Lieder_op48_n2_Die_Liebe_Des_Nachsten.mid,lieder_op48_n2_die_liebe_des_nachsten,4
beethoven,Lieder_op48_n3_Vom_Tode.mid,lieder_op48_n3_vom_tode,3
beethoven,Lieder_op48_n4_Die_Ehre_Gottes_Aus_Der_Natur.mid,lieder_op48_n4_die_ehre_gottes_aus_der_natur,2
beethoven,Lieder_op48_n5_Gottes_Macht_Und_Vorsehung.mid,lieder_op48_n5_gottes_macht_und_vorsehung,1
beethoven,Lieder_op82_n1_Dimmi_Den_Mio_Che_Mi_Ami.mid,lieder_op82_n1_dimmi_den_mio_che_mi_ami,4
beethoven,Lieder_op99_Der_Mann_Von_Wort.mid,lieder_op99_der_mann_von_wort,2
beethoven,March_No3.mid,march_no3,1
beethoven,Minuetto.mid,minuetto,3
beethoven,Op51.mid,op51,0
beethoven,op051_3_Rondos.mid,op051_3_rondos,4
beethoven,op077_Fantaisie.mid,op077_fantaisie,3
beethoven,op089_Polonaise.mid,op089_polonaise,0
beethoven,op119_Douze_Bagatellas.mid,op119_douze_bagatellas,0
beethoven,Op33_No4.mid,op33_no4,1
beethoven,Opus045_Three_Grandes_Marches.mid,opus045_three_grandes_marches,4
beethoven,Overture_Corolian_op62.mid,overture_corolian_op62,1
beethoven,Overture_Creatures_Of_Prometeus_op43.mid,overture_creatures_of_prometeus_op43,0
beethoven,Overture_Egmont.mid,overture_egmont,3
beethoven,Overture_Fidelio_op72b.mid,overture_fidelio_op72b,3
beethoven,Overture_Inauguration_of_the_House_op214.mid,overture_inauguration_of_the_house_op214,4
beethoven,Overture_Leonore_n2_op72.mid,overture_leonore_n2_op72,3
beethoven,Overture_Leonore_n3_op72.mid,overture_leonore_n3_op72,0
beethoven,Overture_Leonore_op138_n1.mid,overture_leonore_op138_n1,2
beethoven,13.mid,13,1
beethoven,137.mid,137,4
beethoven,Piano_Concerto_n2_op19_1mov.mid,piano_concerto_n2_op19,4
beethoven,Piano_Concerto_n2_op19_2mov.mid,piano_concerto_n2_op19,4
beethoven,Piano_Concerto_n2_op19_3mov.mid,piano_concerto_n2_op19,4
beethoven,Piano_Concerto_n3_op37_1mov.mid,piano_concerto_n3_op37,0
beethoven,Piano_Concerto_n3_op37_2mov.mid,piano_concerto_n3_op37,0
beethoven,Piano_Concerto_n3_op37_3mov.mid,piano_concerto_n3_op37,0
beethoven,Piano_Concerto_n4_op58_1mov.mid,piano_concerto_n4_op58,3
beethoven,Piano_Concerto_n4_op58_2mov.mid,piano_concerto_n4_op58,3
beethoven,Piano_Concerto_n4_op58_3mov.mid,piano_concerto_n4_op58,3
beethoven,Piano_Concerto_n5_op73_1mov_Emperor.mid,piano_concerto_n5_op73_1mov_emperor,0
beethoven,Piano_Concerto_n5_op73_2-3mov_Emperor.mid,piano_concerto_n5_op73_2-3mov_emperor,4
beethoven,Piano_Concerto_No5Mov1.mid,piano_concerto_no,4
beethoven,Piano_Concerto_No5Mov3.mid,piano_concerto_no,4
beethoven,136.mid,136,2
beethoven,134.mid,134,1
beethoven,Piano_Sonata_No27__3rd_mov.mid,piano_sonata_no27__3rd,3
beethoven,Piano_Sonata_No27.mid,piano_sonata_no27,0
beethoven,Piano_Sonata_n01.mid,piano_sonata_n01,1
beethoven,Piano_Sonata_n02.mid,piano_sonata_n02,4
beethoven,Piano_Sonata_n03.mid,piano_sonata_n03,1
beethoven,Piano_Sonata_n04.mid,piano_sonata_n04,4
beethoven,Piano_Sonata_n05.mid,piano_sonata_n05,1
beethoven,Piano_Sonata_n06.mid,piano_sonata_n06,0
beethoven,Piano_Sonata_n07.mid,piano_sonata_n07,2
beethoven,Piano_Sonata_n08_op13_1mov_Pathetique.mid,piano_sonata_n08_op13_1mov_pathetique,0
beethoven,Piano_Sonata_n08_op13_2mov_Pathetique.mid,piano_sonata_n08_op13_2mov_pathetique,2
beethoven,Piano_Sonata_n09.mid,piano_sonata_n09,4
beethoven,Piano_Sonata_n10_1mov.mid,piano_sonata_n10,0
beethoven,Piano_Sonata_n10_2mov.mid,piano_sonata_n10,0
beethoven,Piano_Sonata_n10.mid,piano_sonata_n10,0
beethoven,Piano_Sonata_n11.mid,piano_sonata_n11,3
beethoven,Piano_Sonata_n13.mid,piano_sonata_n13,2
beethoven,Piano_Sonata_n14_op27__Moonlight.mid,piano_sonata_n14_op27__moonlight,3
beethoven,Piano_Sonata_n14_op27_1mov_Moonlight.mid,piano_sonata_n14_op27_1mov_moonlight,4
beethoven,Piano_Sonata_n14_op27_2mov_Moonlight.mid,piano_sonata_n14_op27_2mov_moonlight,1
beethoven,Piano_Sonata_n15_Pastoral.mid,piano_sonata_n15_pastoral,3
beethoven,Piano_Sonata_n15_2mov_Pastoral.mid,piano_sonata_n15_2mov_pastoral,4
beethoven,Piano_Sonata_n15_3mov_Pastoral.mid,piano_sonata_n15_3mov_pastoral,2
beethoven,Piano_Sonata_n16.mid,piano_sonata_n16,2
beethoven,Piano_Sonata_n17_Tempestat.mid,piano_sonata_n17_tempestat,3
beethoven,Piano_Sonata_n18_The_Hunt.mid,piano_sonata_n18_the_hunt,1
beethoven,Piano_Sonata_n19.mid,piano_sonata_n19,0
beethoven,Piano_Sonata_n20.mid,piano_sonata_n20,2
beethoven,Piano_Sonata_n21_1mov_Waldstein.mid,piano_sonata_n21_1mov_waldstein,4
beethoven,Piano_Sonata_n21_2mov_Waldstein.mid,piano_sonata_n21_2mov_waldstein,0
beethoven,Piano_Sonata_n21_3mov_Waldstein.mid,piano_sonata_n21_3mov_waldstein,4
beethoven,Piano_Sonata_n22.mid,piano_sonata_n22,0
beethoven,Piano_Sonata_n23_op57_1mov_Apassionata.mid,piano_sonata_n23_op57_1mov_apassionata,1
beethoven,Piano_Sonata_n23_op57_2mov_Apassionata.mid,piano_sonata_n23_op57_2mov_apassionata,3
beethoven,Piano_Sonata_n23_op57_3mov_Apassionata.mid,piano_sonata_n23_op57_3mov_apassionata,0
beethoven,Piano_Sonata_n24.mid,piano_sonata_n24,4
beethoven,Piano_sonata_n26_Les_Adieux.mid,piano_sonata_n26_les_adieux,4
beethoven,Piano_Sonata_n27.mid,piano_sonata_n27,3
beethoven,Piano_Sonata_n28.mid,piano_sonata_n28,2
beethoven,Piano_Sonata_n29_Op106_Hammerklavier.mid,piano_sonata_n29_op106_hammerklavier,4
