composer,filename,npz_path,seq_len
bach,043600b_.mid,processed\lstm\bach\043600b_.npz,325
bach,043700b_.mid,processed\lstm\bach\043700b_.npz,600
bach,043800b_.mid,processed\lstm\bach\043800b_.npz,159
bach,051000b_.mid,processed\lstm\bach\051000b_.npz,269
bach,060600b_.mid,processed\lstm\bach\060600b_.npz,323
bach,060800b_.mid,processed\lstm\bach\060800b_.npz,698
bach,060800qt.mid,processed\lstm\bach\060800qt.npz,764
bach,064200b_.mid,processed\lstm\bach\064200b_.npz,651
bach,064500b_.mid,processed\lstm\bach\064500b_.npz,1614
bach,064600b_.mid,processed\lstm\bach\064600b_.npz,763
bach,064700b_.mid,processed\lstm\bach\064700b_.npz,1188
bach,064800b_.mid,processed\lstm\bach\064800b_.npz,428
bach,064900b_.mid,processed\lstm\bach\064900b_.npz,922
bach,065000b_.mid,processed\lstm\bach\065000b_.npz,1369
bach,065100b_.mid,processed\lstm\bach\065100b_.npz,2994
bach,065200b_.mid,processed\lstm\bach\065200b_.npz,2716
bach,065300b_.mid,processed\lstm\bach\065300b_.npz,1432
bach,065400b_.mid,processed\lstm\bach\065400b_.npz,1967
bach,065500b_.mid,processed\lstm\bach\065500b_.npz,2277
bach,065600b_.mid,processed\lstm\bach\065600b_.npz,2731
bach,065700b_.mid,processed\lstm\bach\065700b_.npz,1867
bach,065800b_.mid,processed\lstm\bach\065800b_.npz,1220
bach,065900b_.mid,processed\lstm\bach\065900b_.npz,925
bach,066000b_.mid,processed\lstm\bach\066000b_.npz,1386
bach,066100b_.mid,processed\lstm\bach\066100b_.npz,1347
bach,066200b_.mid,processed\lstm\bach\066200b_.npz,1931
bach,066300b_.mid,processed\lstm\bach\066300b_.npz,2652
bach,066400b_.mid,processed\lstm\bach\066400b_.npz,2855
bach,066500b_.mid,processed\lstm\bach\066500b_.npz,1347
bach,066600b_.mid,processed\lstm\bach\066600b_.npz,1063
bach,066700b_.mid,processed\lstm\bach\066700b_.npz,996
bach,066800b_.mid,processed\lstm\bach\066800b_.npz,576
bach,066800com.mid,processed\lstm\bach\066800com.npz,1053
bach,069000b_.mid,processed\lstm\bach\069000b_.npz,795
bach,069100b_.mid,processed\lstm\bach\069100b_.npz,269
bach,069100orn.mid,processed\lstm\bach\069100orn.npz,394
bach,069400b_.mid,processed\lstm\bach\069400b_.npz,1629
bach,070000b_.mid,processed\lstm\bach\070000b_.npz,824
bach,070100b_.mid,processed\lstm\bach\070100b_.npz,614
bach,073300b_.mid,processed\lstm\bach\073300b_.npz,1652
bach,073800b_.mid,processed\lstm\bach\073800b_.npz,468
bach,076901b_.mid,processed\lstm\bach\076901b_.npz,702
bach,076902b_.mid,processed\lstm\bach\076902b_.npz,573
bach,076903b_.mid,processed\lstm\bach\076903b_.npz,745
bach,076904b_.mid,processed\lstm\bach\076904b_.npz,1269
bach,076905b_.mid,processed\lstm\bach\076905b_.npz,1137
bach,109100b_.mid,processed\lstm\bach\109100b_.npz,510
bach,Bwv0016.mid,processed\lstm\bach\Bwv0016.npz,657
bach,Bwv001.mid,processed\lstm\bach\Bwv001.npz,11297
bach,Bwv0026.mid,processed\lstm\bach\Bwv0026.npz,256
bach,Bwv0036.mid,processed\lstm\bach\Bwv0036.npz,167
bach,Bwv0036v.mid,processed\lstm\bach\Bwv0036v.npz,167
bach,Bwv0048.mid,processed\lstm\bach\Bwv0048.npz,294
bach,Bwv0048v.mid,processed\lstm\bach\Bwv0048v.npz,294
bach,Bwv0057.mid,processed\lstm\bach\Bwv0057.npz,198
bach,Bwv0063.mid,processed\lstm\bach\Bwv0063.npz,1611
bach,Bwv0066.mid,processed\lstm\bach\Bwv0066.npz,164
bach,Bwv0077.mid,processed\lstm\bach\Bwv0077.npz,361
bach,Bwv0086.mid,processed\lstm\bach\Bwv0086.npz,385
bach,Bwv0097.mid,processed\lstm\bach\Bwv0097.npz,293
bach,Bwv0107.mid,processed\lstm\bach\Bwv0107.npz,205
bach,Bwv0116.mid,processed\lstm\bach\Bwv0116.npz,446
bach,Bwv0127.mid,processed\lstm\bach\Bwv0127.npz,309
bach,Bwv0136.mid,processed\lstm\bach\Bwv0136.npz,261
bach,Bwv0145.mid,processed\lstm\bach\Bwv0145.npz,309
bach,Bwv0166.mid,processed\lstm\bach\Bwv0166.npz,256
bach,Bwv0177.mid,processed\lstm\bach\Bwv0177.npz,417
bach,Bwv0185.mid,processed\lstm\bach\Bwv0185.npz,314
bach,Bwv018a5.mid,processed\lstm\bach\Bwv018a5.npz,307
bach,Bwv0197.mid,processed\lstm\bach\Bwv0197.npz,513
bach,Bwv0197ch.mid,processed\lstm\bach\Bwv0197ch.npz,280
bach,Bwv02011.mid,processed\lstm\bach\Bwv02011.npz,283
bach,Bwv0207.mid,processed\lstm\bach\Bwv0207.npz,283
bach,Bwv0246.mid,processed\lstm\bach\Bwv0246.npz,1424
bach,Bwv0246s.mid,processed\lstm\bach\Bwv0246s.npz,275
bach,Bwv0256.mid,processed\lstm\bach\Bwv0256.npz,285
bach,Bwv0256v1.mid,processed\lstm\bach\Bwv0256v1.npz,286
bach,Bwv0256v2.mid,processed\lstm\bach\Bwv0256v2.npz,287
bach,Bwv0266.mid,processed\lstm\bach\Bwv0266.npz,242
bach,Bwv0276.mid,processed\lstm\bach\Bwv0276.npz,294
bach,Bwv0286.mid,processed\lstm\bach\Bwv0286.npz,252
bach,Bwv0298.mid,processed\lstm\bach\Bwv0298.npz,807
bach,Bwv0298ch.mid,processed\lstm\bach\Bwv0298ch.npz,517
bach,Bwv0306.mid,processed\lstm\bach\Bwv0306.npz,393
bach,Bwv0306v.mid,processed\lstm\bach\Bwv0306v.npz,393
bach,Bwv0319.mid,processed\lstm\bach\Bwv0319.npz,355
bach,Bwv0326.mid,processed\lstm\bach\Bwv0326.npz,283
bach,Bwv0336.mid,processed\lstm\bach\Bwv0336.npz,515
bach,Bwv03624.mid,processed\lstm\bach\Bwv03624.npz,350
bach,Bwv03628.mid,processed\lstm\bach\Bwv03628.npz,151
bach,bsgjg_a.mid,processed\lstm\bach\bsgjg_a.npz,253
bach,bsgjg_b.mid,processed\lstm\bach\bsgjg_b.npz,1820
bach,bsgjg_c.mid,processed\lstm\bach\bsgjg_c.npz,361
bach,bsgjg_d.mid,processed\lstm\bach\bsgjg_d.npz,326
bach,bsgjg_e.mid,processed\lstm\bach\bsgjg_e.npz,349
bach,bsgjg_f.mid,processed\lstm\bach\bsgjg_f.npz,497
bach,bsgjg_g.mid,processed\lstm\bach\bsgjg_g.npz,393
bach,bsgjg_h.mid,processed\lstm\bach\bsgjg_h.npz,720
bach,bsgjg_i.mid,processed\lstm\bach\bsgjg_i.npz,570
bach,bsgjg_j.mid,processed\lstm\bach\bsgjg_j.npz,722
bach,bsgjg_k.mid,processed\lstm\bach\bsgjg_k.npz,2044
bach,bsgjg_l.mid,processed\lstm\bach\bsgjg_l.npz,531
bach,Bwv0525_Sonate_en_trio_n1.mid,processed\lstm\bach\Bwv0525_Sonate_en_trio_n1.npz,6077
bach,Bwv0526_Sonate_en_trio_n2.mid,processed\lstm\bach\Bwv0526_Sonate_en_trio_n2.npz,5379
bach,Bwv0527_Sonate_en_trio_n3.mid,processed\lstm\bach\Bwv0527_Sonate_en_trio_n3.npz,6056
bach,Bwv0528_Sonate_en_trio_n4.mid,processed\lstm\bach\Bwv0528_Sonate_en_trio_n4.npz,4221
bach,Bwv0529_Sonate_en_trio_n5.mid,processed\lstm\bach\Bwv0529_Sonate_en_trio_n5.npz,6489
bach,Bwv0530_Sonate_en_trio_n6.mid,processed\lstm\bach\Bwv0530_Sonate_en_trio_n6.npz,6294
bach,Bwv0531_Prelude_and_Fugue.mid,processed\lstm\bach\Bwv0531_Prelude_and_Fugue.npz,2887
bach,Bwv0532_Toccata_and_Fugue.mid,processed\lstm\bach\Bwv0532_Toccata_and_Fugue.npz,7574
bach,Bwv0533_Prelude_and_Fugue.mid,processed\lstm\bach\Bwv0533_Prelude_and_Fugue.npz,1452
bach,Bwv0535_Prelude_and_Fugue.mid,processed\lstm\bach\Bwv0535_Prelude_and_Fugue.npz,3157
bach,Bwv0536_Prelude_and_Fugue.mid,processed\lstm\bach\Bwv0536_Prelude_and_Fugue.npz,2425
bach,Bwv0537_Fantasia_and_Fugue.mid,processed\lstm\bach\Bwv0537_Fantasia_and_Fugue.npz,3018
bach,Bwv0538_Toccata_and_Fugue_Dorian.mid,processed\lstm\bach\Bwv0538_Toccata_and_Fugue_Dorian.npz,5846
bach,Bwv0539_Prelude_and_Fugue.mid,processed\lstm\bach\Bwv0539_Prelude_and_Fugue.npz,3049
bach,Bwv0540_Toccata_and_Fugue.mid,processed\lstm\bach\Bwv0540_Toccata_and_Fugue.npz,6604
bach,Bwv0541_Prelude_and_Fugue.mid,processed\lstm\bach\Bwv0541_Prelude_and_Fugue.npz,4148
bach,Bwv0542_Fantasia_and_Fugue.mid,processed\lstm\bach\Bwv0542_Fantasia_and_Fugue.npz,4717
bach,Bwv0543_Prelude_and_Fugue.mid,processed\lstm\bach\Bwv0543_Prelude_and_Fugue.npz,4365
bach,Bwv0544_Prelude_and_Fugue.mid,processed\lstm\bach\Bwv0544_Prelude_and_Fugue.npz,4676
bach,Bwv0546_Prelude_and_Fugue.mid,processed\lstm\bach\Bwv0546_Prelude_and_Fugue.npz,4493
bach,Bwv0547_Prelude_and_Fugue.mid,processed\lstm\bach\Bwv0547_Prelude_and_Fugue.npz,3959
bach,Bwv0549_Prelude_and_Fugue.mid,processed\lstm\bach\Bwv0549_Prelude_and_Fugue.npz,2092
bach,Bwv0550_Prelude_and_Fugue.mid,processed\lstm\bach\Bwv0550_Prelude_and_Fugue.npz,3395
bach,Bwv0551_Prelude_and_Fugue.mid,processed\lstm\bach\Bwv0551_Prelude_and_Fugue.npz,1968
bach,Bwv0552_Prelude_and_Fugue_St_Anne.mid,processed\lstm\bach\Bwv0552_Prelude_and_Fugue_St_Anne.npz,6463
bach,Bwv0554_Short_Prelude_and_Fugue_n2_Spurious.mid,processed\lstm\bach\Bwv0554_Short_Prelude_and_Fugue_n2_Spurious.npz,1257
bach,Bwv0555_Short_Prelude_and_Fugue_n3_Spurious.mid,processed\lstm\bach\Bwv0555_Short_Prelude_and_Fugue_n3_Spurious.npz,968
bach,Bwv0556_Short_Prelude_and_Fugue_n4_Spurious.mid,processed\lstm\bach\Bwv0556_Short_Prelude_and_Fugue_n4_Spurious.npz,1256
bach,Bwv0557_Short_Prelude_and_Fugue_n5_Spurious.mid,processed\lstm\bach\Bwv0557_Short_Prelude_and_Fugue_n5_Spurious.npz,937
bach,Bwv0558_Short_Prelude_and_Fugue_n6_Spurious.mid,processed\lstm\bach\Bwv0558_Short_Prelude_and_Fugue_n6_Spurious.npz,1179
bach,Bwv0559_Short_Prelude_and_Fugue_n7_Spurious.mid,processed\lstm\bach\Bwv0559_Short_Prelude_and_Fugue_n7_Spurious.npz,953
bach,Bwv0560_Short_Prelude_and_Fugue_n8_Spurious.mid,processed\lstm\bach\Bwv0560_Short_Prelude_and_Fugue_n8_Spurious.npz,1559
bach,Bwv0561_Fantasie_and_Fuga.mid,processed\lstm\bach\Bwv0561_Fantasie_and_Fuga.npz,3456
bach,Bwv0563_Fantasie_con_imitation.mid,processed\lstm\bach\Bwv0563_Fantasie_con_imitation.npz,1136
bach,Bwv0564_Toccata_Adagio_and_Fugue.mid,processed\lstm\bach\Bwv0564_Toccata_Adagio_and_Fugue.npz,5803
bach,Bwv0565_Toccata_and_Fugue_In_Dm_A.mid,processed\lstm\bach\Bwv0565_Toccata_and_Fugue_In_Dm_A.npz,3425
bach,Bwv0565_Toccata_and_Fugue_In_Dm_B.mid,processed\lstm\bach\Bwv0565_Toccata_and_Fugue_In_Dm_B.npz,3784
bach,Bwv0565_Toccata_and_Fugue_In_Dm_C.mid,processed\lstm\bach\Bwv0565_Toccata_and_Fugue_In_Dm_C.npz,3804
bach,Bwv0566_Prelude_and_Fugue.mid,processed\lstm\bach\Bwv0566_Prelude_and_Fugue.npz,4421
bach,Bwv0568_Prelude.mid,processed\lstm\bach\Bwv0568_Prelude.npz,1398
bach,Bwv0570_Fantasia.mid,processed\lstm\bach\Bwv0570_Fantasia.npz,1506
bach,Bwv0572_Fantasia.mid,processed\lstm\bach\Bwv0572_Fantasia.npz,3171
bach,Bwv0582_Passacaglia_and_Fugue_Orchestral.mid,processed\lstm\bach\Bwv0582_Passacaglia_and_Fugue_Orchestral.npz,20062
bach,Bwv0582_Passacaglia_and_Fugue.mid,processed\lstm\bach\Bwv0582_Passacaglia_and_Fugue.npz,5823
bach,Bwv0590_Pastorale.mid,processed\lstm\bach\Bwv0590_Pastorale.npz,4855
bach,Bwv0593_Vivaldi_Concerto_Arrangement_RV522.mid,processed\lstm\bach\Bwv0593_Vivaldi_Concerto_Arrangement_RV522.npz,5930
bach,Bwv0594_Vivaldi_Concerto_Arrangement_RV208.mid,processed\lstm\bach\Bwv0594_Vivaldi_Concerto_Arrangement_RV208.npz,9785
bach,Bwv0733_Fuga_Sopra_Magnificat.mid,processed\lstm\bach\Bwv0733_Fuga_Sopra_Magnificat.npz,1646
bach,Bwv0806_English_Suite_n1_01mov.mid,processed\lstm\bach\Bwv0806_English_Suite_n1_01mov.npz,802
bach,Bwv0806_English_Suite_n1_02mov.mid,processed\lstm\bach\Bwv0806_English_Suite_n1_02mov.npz,1734
bach,Bwv0806_English_Suite_n1_03mov.mid,processed\lstm\bach\Bwv0806_English_Suite_n1_03mov.npz,858
bach,Bwv0806_English_Suite_n1_04mov.mid,processed\lstm\bach\Bwv0806_English_Suite_n1_04mov.npz,986
bach,Bwv0806_English_Suite_n1_05mov.mid,processed\lstm\bach\Bwv0806_English_Suite_n1_05mov.npz,1050
bach,Bwv0806_English_Suite_n1_06mov.mid,processed\lstm\bach\Bwv0806_English_Suite_n1_06mov.npz,1130
bach,Bwv0806_English_Suite_n1_07mov.mid,processed\lstm\bach\Bwv0806_English_Suite_n1_07mov.npz,966
bach,Bwv0806_English_Suite_n1_08mov.mid,processed\lstm\bach\Bwv0806_English_Suite_n1_08mov.npz,1179
bach,Bwv0806_English_Suite_n1_09mov.mid,processed\lstm\bach\Bwv0806_English_Suite_n1_09mov.npz,874
bach,Bwv0806_English_Suite_n1_10mov.mid,processed\lstm\bach\Bwv0806_English_Suite_n1_10mov.npz,1968
bach,Bwv0811_English_Suite_n6_1mov.mid,processed\lstm\bach\Bwv0811_English_Suite_n6_1mov.npz,4683
bach,Bwv0811_English_Suite_n6_2mov.mid,processed\lstm\bach\Bwv0811_English_Suite_n6_2mov.npz,1492
bach,Bwv0811_English_Suite_n6_3mov.mid,processed\lstm\bach\Bwv0811_English_Suite_n6_3mov.npz,1404
bach,Bwv0811_English_Suite_n6_4mov.mid,processed\lstm\bach\Bwv0811_English_Suite_n6_4mov.npz,696
bach,Bwv0811_English_Suite_n6_5mov.mid,processed\lstm\bach\Bwv0811_English_Suite_n6_5mov.npz,908
bach,Bwv0811_English_Suite_n6_6mov.mid,processed\lstm\bach\Bwv0811_English_Suite_n6_6mov.npz,1095
bach,Bwv0811_English_Suite_n6_7mov.mid,processed\lstm\bach\Bwv0811_English_Suite_n6_7mov.npz,754
bach,Bwv0811_English_Suite_n6_8mov.mid,processed\lstm\bach\Bwv0811_English_Suite_n6_8mov.npz,2858
bach,Bwv0815_French_Suite_n4.mid,processed\lstm\bach\Bwv0815_French_Suite_n4.npz,9065
bach,Bwv0816_French_Suite_n5.mid,processed\lstm\bach\Bwv0816_French_Suite_n5.npz,8308
bach,Bwv0817_French_Suite_n6.mid,processed\lstm\bach\Bwv0817_French_Suite_n6.npz,7937
bach,Bwv0906_Fantasia_and_Fugue.mid,processed\lstm\bach\Bwv0906_Fantasia_and_Fugue.npz,3830
bach,Bwv0910_Toccata.mid,processed\lstm\bach\Bwv0910_Toccata.npz,4167
bach,Bwv0911_Toccata.mid,processed\lstm\bach\Bwv0911_Toccata.npz,4657
bach,Bwv0912_Toccata.mid,processed\lstm\bach\Bwv0912_Toccata.npz,4833
bach,Bwv0913_Toccata.mid,processed\lstm\bach\Bwv0913_Toccata.npz,4820
bach,Bwv0914_Toccata.mid,processed\lstm\bach\Bwv0914_Toccata.npz,2998
bach,Bwv0915_Toccata.mid,processed\lstm\bach\Bwv0915_Toccata.npz,4609
bach,Bwv0916_Toccata.mid,processed\lstm\bach\Bwv0916_Toccata.npz,3634
bach,Bwv0933_Little_Prelude_n1.mid,processed\lstm\bach\Bwv0933_Little_Prelude_n1.npz,762
bach,Bwv0934_Little_Prelude_n2.mid,processed\lstm\bach\Bwv0934_Little_Prelude_n2.npz,702
bach,Bwv0935_Little_Prelude_n3.mid,processed\lstm\bach\Bwv0935_Little_Prelude_n3.npz,873
bach,Bwv0936_Little_Prelude_n4.mid,processed\lstm\bach\Bwv0936_Little_Prelude_n4.npz,950
bach,Bwv0937_Little_Prelude_n5.mid,processed\lstm\bach\Bwv0937_Little_Prelude_n5.npz,962
bach,Bwv0938_Little_Prelude_n6.mid,processed\lstm\bach\Bwv0938_Little_Prelude_n6.npz,895
bach,Bwv0963_Sonata.mid,processed\lstm\bach\Bwv0963_Sonata.npz,3367
bach,Bwv0967_Sonata.mid,processed\lstm\bach\Bwv0967_Sonata.npz,1827
bach,Bwv0992_Capriccio.mid,processed\lstm\bach\Bwv0992_Capriccio.npz,3083
bach,Bwv0996_Suite_for_Lute.mid,processed\lstm\bach\Bwv0996_Suite_for_Lute.npz,4907
bach,Bwv0997_Partita_for_Lute_1mov.mid,processed\lstm\bach\Bwv0997_Partita_for_Lute_1mov.npz,977
bach,Bwv0997_Partita_for_Lute_2mov.mid,processed\lstm\bach\Bwv0997_Partita_for_Lute_2mov.npz,2056
bach,Bwv0997_Partita_for_Lute_3mov.mid,processed\lstm\bach\Bwv0997_Partita_for_Lute_3mov.npz,942
bach,Bwv0997_Partita_for_Lute_4mov.mid,processed\lstm\bach\Bwv0997_Partita_for_Lute_4mov.npz,966
bach,Bwv0997_Partita_for_Lute_5mov.mid,processed\lstm\bach\Bwv0997_Partita_for_Lute_5mov.npz,1334
bach,Bwv0998_Prelude_Fugue_Allegro_for_Lute_1mov.mid,processed\lstm\bach\Bwv0998_Prelude_Fugue_Allegro_for_Lute_1mov.npz,669
bach,Bwv0998_Prelude_Fugue_Allegro_for_Lute_2mov.mid,processed\lstm\bach\Bwv0998_Prelude_Fugue_Allegro_for_Lute_2mov.npz,1796
bach,Bwv0998_Prelude_Fugue_Allegro_for_Lute_3mov.mid,processed\lstm\bach\Bwv0998_Prelude_Fugue_Allegro_for_Lute_3mov.npz,748
bach,Bwv1005_Violin_Sonata_n3_1mov_Adagio.mid,processed\lstm\bach\Bwv1005_Violin_Sonata_n3_1mov_Adagio.npz,556
bach,Bwv1005_Violin_Sonata_n3_2mov_Fugue.mid,processed\lstm\bach\Bwv1005_Violin_Sonata_n3_2mov_Fugue.npz,3038
bach,Bwv1005_Violin_Sonata_n3_3mov_Largo.mid,processed\lstm\bach\Bwv1005_Violin_Sonata_n3_3mov_Largo.npz,416
bach,Bwv1005_Violin_Sonata_n3_4mov_Allegro.mid,processed\lstm\bach\Bwv1005_Violin_Sonata_n3_4mov_Allegro.npz,2392
bach,Bwv1014_Harpsicord_and_Violin_Sonata_1mov.mid,processed\lstm\bach\Bwv1014_Harpsicord_and_Violin_Sonata_1mov.npz,1166
bach,Bwv1014_Harpsicord_and_Violin_Sonata_2mov.mid,processed\lstm\bach\Bwv1014_Harpsicord_and_Violin_Sonata_2mov.npz,2572
bach,Bwv1014_Harpsicord_and_Violin_Sonata_3mov.mid,processed\lstm\bach\Bwv1014_Harpsicord_and_Violin_Sonata_3mov.npz,1009
bach,Bwv1014_Harpsicord_and_Violin_Sonata_4mov.mid,processed\lstm\bach\Bwv1014_Harpsicord_and_Violin_Sonata_4mov.npz,3203
bach,Bwv1046_aSinfonia_h.mid,processed\lstm\bach\Bwv1046_aSinfonia_h.npz,7634
bach,Bwv1066_Orchestral_Suite_n1_1mov.mid,processed\lstm\bach\Bwv1066_Orchestral_Suite_n1_1mov.npz,20248
bach,Bwv1066_Orchestral_Suite_n1_2mov.mid,processed\lstm\bach\Bwv1066_Orchestral_Suite_n1_2mov.npz,4796
bach,Bwv1066_Orchestral_Suite_n1_3mov.mid,processed\lstm\bach\Bwv1066_Orchestral_Suite_n1_3mov.npz,7408
bach,Bwv1066_Orchestral_Suite_n1_4mov.mid,processed\lstm\bach\Bwv1066_Orchestral_Suite_n1_4mov.npz,2762
bach,Bwv1066_Orchestral_Suite_n1_5mov.mid,processed\lstm\bach\Bwv1066_Orchestral_Suite_n1_5mov.npz,5398
bach,Bwv1066_Orchestral_Suite_n1_6mov.mid,processed\lstm\bach\Bwv1066_Orchestral_Suite_n1_6mov.npz,5450
bach,Bwv1066_Orchestral_Suite_n1_7mov.mid,processed\lstm\bach\Bwv1066_Orchestral_Suite_n1_7mov.npz,6498
bach,Bwv1067_Orchestral_Suite_n2_1mov.mid,processed\lstm\bach\Bwv1067_Orchestral_Suite_n2_1mov.npz,18318
bach,Bwv1067_Orchestral_Suite_n2_2mov.mid,processed\lstm\bach\Bwv1067_Orchestral_Suite_n2_2mov.npz,2067
bach,Bwv1067_Orchestral_Suite_n2_3mov.mid,processed\lstm\bach\Bwv1067_Orchestral_Suite_n2_3mov.npz,2788
bach,Bwv1067_Orchestral_Suite_n2_4mov.mid,processed\lstm\bach\Bwv1067_Orchestral_Suite_n2_4mov.npz,4394
bach,Bwv1067_Orchestral_Suite_n2_5mov.mid,processed\lstm\bach\Bwv1067_Orchestral_Suite_n2_5mov.npz,3791
bach,Bwv1067_Orchestral_Suite_n2_6mov.mid,processed\lstm\bach\Bwv1067_Orchestral_Suite_n2_6mov.npz,1628
bach,Bwv1067_Orchestral_Suite_n2_7mov.mid,processed\lstm\bach\Bwv1067_Orchestral_Suite_n2_7mov.npz,3214
bach,Bwv1068_Orchestral_Suite_n3_1mov.mid,processed\lstm\bach\Bwv1068_Orchestral_Suite_n3_1mov.npz,17278
bach,Bwv1068_Orchestral_Suite_n3_2mov.mid,processed\lstm\bach\Bwv1068_Orchestral_Suite_n3_2mov.npz,1280
bach,Bwv1068_Orchestral_Suite_n3_3mov.mid,processed\lstm\bach\Bwv1068_Orchestral_Suite_n3_3mov.npz,6210
bach,Bwv1068_Orchestral_Suite_n3_4mov.mid,processed\lstm\bach\Bwv1068_Orchestral_Suite_n3_4mov.npz,2400
bach,Bwv1068_Orchestral_Suite_n3_5mov.mid,processed\lstm\bach\Bwv1068_Orchestral_Suite_n3_5mov.npz,5058
bach,Bwv1069_Orchestral_Suite_n4_1mov.mid,processed\lstm\bach\Bwv1069_Orchestral_Suite_n4_1mov.npz,18720
bach,Bwv1069_Orchestral_Suite_n4_2mov.mid,processed\lstm\bach\Bwv1069_Orchestral_Suite_n4_2mov.npz,4992
bach,Bwv1069_Orchestral_Suite_n4_3mov.mid,processed\lstm\bach\Bwv1069_Orchestral_Suite_n4_3mov.npz,2644
bach,Bwv1069_Orchestral_Suite_n4_4mov.mid,processed\lstm\bach\Bwv1069_Orchestral_Suite_n4_4mov.npz,5447
bach,Bwv1069_Orchestral_Suite_n4_5mov.mid,processed\lstm\bach\Bwv1069_Orchestral_Suite_n4_5mov.npz,5748
bach,Bwv1066_Orchestral_suite_n1_Bouree.mid,processed\lstm\bach\Bwv1066_Orchestral_suite_n1_Bouree.npz,3900
bach,Bwv1066_Orchestral_suite_n1_Courante.mid,processed\lstm\bach\Bwv1066_Orchestral_suite_n1_Courante.npz,2886
bach,Bwv1066_Orchestral_suite_n1_Forlane.mid,processed\lstm\bach\Bwv1066_Orchestral_suite_n1_Forlane.npz,2106
bach,Bwv1066_Orchestral_suite_n1_Gavotte.mid,processed\lstm\bach\Bwv1066_Orchestral_suite_n1_Gavotte.npz,4624
bach,Bwv1066_Orchestral_suite_n1_Menuet.mid,processed\lstm\bach\Bwv1066_Orchestral_suite_n1_Menuet.npz,3333
bach,Bwv1066_Orchestral_suite_n1_Overture.mid,processed\lstm\bach\Bwv1066_Orchestral_suite_n1_Overture.npz,14179
bach,Bwv1066_Orchestral_suite_n1_Passpied.mid,processed\lstm\bach\Bwv1066_Orchestral_suite_n1_Passpied.npz,4404
bach,Bwv1067_Orchestral_suite_n2_Badineri.mid,processed\lstm\bach\Bwv1067_Orchestral_suite_n2_Badineri.npz,1658
bach,Bwv1067_Orchestral_suite_n2_Bouree.mid,processed\lstm\bach\Bwv1067_Orchestral_suite_n2_Bouree.npz,2570
bach,Bwv1067_Orchestral_suite_n2_Menuet.mid,processed\lstm\bach\Bwv1067_Orchestral_suite_n2_Menuet.npz,858
bach,Bwv1067_Orchestral_suite_n2_Overture.mid,processed\lstm\bach\Bwv1067_Orchestral_suite_n2_Overture.npz,10170
bach,Bwv1067_Orchestral_suite_n2_Polonais.mid,processed\lstm\bach\Bwv1067_Orchestral_suite_n2_Polonais.npz,2209
bach,Bwv1067_Orchestral_suite_n2_Rondeau.mid,processed\lstm\bach\Bwv1067_Orchestral_suite_n2_Rondeau.npz,1276
bach,Bwv1067_Orchestral_suite_n2_Sarabande.mid,processed\lstm\bach\Bwv1067_Orchestral_suite_n2_Sarabande.npz,1217
bach,Bwv1068_Orchestral_suite_n3_Air.mid,processed\lstm\bach\Bwv1068_Orchestral_suite_n3_Air.npz,1032
bach,Bwv1068_Orchestral_suite_n3_Bourree.mid,processed\lstm\bach\Bwv1068_Orchestral_suite_n3_Bourree.npz,2152
bach,Bwv1068_Orchestral_suite_n3_Gavotte.mid,processed\lstm\bach\Bwv1068_Orchestral_suite_n3_Gavotte.npz,5522
bach,Bwv1068_Orchestral_suite_n3_Gigue.mid,processed\lstm\bach\Bwv1068_Orchestral_suite_n3_Gigue.npz,4405
bach,Bwv1068_Orchestral_suite_n3_Overture.mid,processed\lstm\bach\Bwv1068_Orchestral_suite_n3_Overture.npz,15013
bach,Bwv1069_Orchestral_suite_n4_Bourree.mid,processed\lstm\bach\Bwv1069_Orchestral_suite_n4_Bourree.npz,4469
bach,Bwv1069_Orchestral_suite_n4_Gavotte.mid,processed\lstm\bach\Bwv1069_Orchestral_suite_n4_Gavotte.npz,2339
bach,Bwv1069_Orchestral_suite_n4_Menuet.mid,processed\lstm\bach\Bwv1069_Orchestral_suite_n4_Menuet.npz,4631
bach,Bwv1069_Orchestral_suite_n4_Overture.mid,processed\lstm\bach\Bwv1069_Orchestral_suite_n4_Overture.npz,16665
bach,Bwv1069_Orchestral_suite_n4_Rejouissance.mid,processed\lstm\bach\Bwv1069_Orchestral_suite_n4_Rejouissance.npz,5411
bach,Musical_Offering_n1_Ricercare_a_3.mid,processed\lstm\bach\Musical_Offering_n1_Ricercare_a_3.npz,2385
bach,Musical_Offering_n10.mid,processed\lstm\bach\Musical_Offering_n10.npz,3096
bach,Musical_Offering_n11.mid,processed\lstm\bach\Musical_Offering_n11.npz,356
bach,Musical_Offering_n12.mid,processed\lstm\bach\Musical_Offering_n12.npz,1101
bach,Musical_Offering_n13.mid,processed\lstm\bach\Musical_Offering_n13.npz,418
bach,Musical_Offering_n14.mid,processed\lstm\bach\Musical_Offering_n14.npz,495
bach,Musical_Offering_n15_Trio-Largo.mid,processed\lstm\bach\Musical_Offering_n15_Trio-Largo.npz,453
bach,Musical_Offering_n16_Trio-Allegro.mid,processed\lstm\bach\Musical_Offering_n16_Trio-Allegro.npz,376
bach,Musical_Offering_n17_Trio-Andante.mid,processed\lstm\bach\Musical_Offering_n17_Trio-Andante.npz,1727
bach,Musical_Offering_n18_Trio-Allegro.mid,processed\lstm\bach\Musical_Offering_n18_Trio-Allegro.npz,1005
bach,Musical_Offering_n19.mid,processed\lstm\bach\Musical_Offering_n19.npz,2692
