composer,filename,npy_path,time_steps,file_kb
bach,038700b_.mid,processed\cnn\bach\038700b_.npy,90,7.9
bach,038800b_.mid,processed\cnn\bach\038800b_.npy,150,13.0
bach,038900b_.mid,processed\cnn\bach\038900b_.npy,285,24.6
bach,039000b_.mid,processed\cnn\bach\039000b_.npy,294,25.4
bach,039100b_.mid,processed\cnn\bach\039100b_.npy,152,13.2
bach,039200b_.mid,processed\cnn\bach\039200b_.npy,130,11.3
bach,039300b_.mid,processed\cnn\bach\039300b_.npy,130,11.3
bach,039400b_.mid,processed\cnn\bach\039400b_.npy,130,11.3
bach,039500b_.mid,processed\cnn\bach\039500b_.npy,130,11.3
bach,039600b_.mid,processed\cnn\bach\039600b_.npy,90,7.9
bach,039700b_.mid,processed\cnn\bach\039700b_.npy,229,19.8
bach,039800b_.mid,processed\cnn\bach\039800b_.npy,170,14.7
bach,039900b_.mid,processed\cnn\bach\039900b_.npy,170,14.7
bach,040000b_.mid,processed\cnn\bach\040000b_.npy,135,11.7
bach,040100b_.mid,processed\cnn\bach\040100b_.npy,174,15.1
bach,040200b_.mid,processed\cnn\bach\040200b_.npy,250,21.6
bach,040300b_.mid,processed\cnn\bach\040300b_.npy,189,16.4
bach,040400b_.mid,processed\cnn\bach\040400b_.npy,90,7.9
bach,040400bv.mid,processed\cnn\bach\040400bv.npy,90,7.9
bach,040500b_.mid,processed\cnn\bach\040500b_.npy,110,9.6
bach,040600b_.mid,processed\cnn\bach\040600b_.npy,110,9.6
bach,040700b_.mid,processed\cnn\bach\040700b_.npy,270,23.3
bach,040800b_.mid,processed\cnn\bach\040800b_.npy,120,10.4
bach,040900b_.mid,processed\cnn\bach\040900b_.npy,119,10.4
bach,040900bv.mid,processed\cnn\bach\040900bv.npy,119,10.4
bach,041000b_.mid,processed\cnn\bach\041000b_.npy,140,12.2
bach,041100b_.mid,processed\cnn\bach\041100b_.npy,175,15.2
bach,041200b_.mid,processed\cnn\bach\041200b_.npy,160,13.9
bach,041300b_.mid,processed\cnn\bach\041300b_.npy,300,25.9
bach,041400b_.mid,processed\cnn\bach\041400b_.npy,157,13.6
bach,041500b_.mid,processed\cnn\bach\041500b_.npy,201,17.4
bach,041600b_.mid,processed\cnn\bach\041600b_.npy,135,11.7
bach,041700b_.mid,processed\cnn\bach\041700b_.npy,170,14.7
bach,041800b_.mid,processed\cnn\bach\041800b_.npy,170,14.7
bach,041900b_.mid,processed\cnn\bach\041900b_.npy,170,14.7
bach,042000b_.mid,processed\cnn\bach\042000b_.npy,110,9.6
bach,042100b_.mid,processed\cnn\bach\042100b_.npy,119,10.4
bach,042200b_.mid,processed\cnn\bach\042200b_.npy,141,12.2
bach,042300b_.mid,processed\cnn\bach\042300b_.npy,174,15.1
bach,042400b_.mid,processed\cnn\bach\042400b_.npy,127,11.0
bach,042500b_.mid,processed\cnn\bach\042500b_.npy,283,24.4
bach,042600b_.mid,processed\cnn\bach\042600b_.npy,170,14.7
bach,042700b_.mid,processed\cnn\bach\042700b_.npy,150,13.0
bach,042800b_.mid,processed\cnn\bach\042800b_.npy,147,12.8
bach,042900b_.mid,processed\cnn\bach\042900b_.npy,166,14.4
bach,043000b_.mid,processed\cnn\bach\043000b_.npy,166,14.4
bach,043100b_.mid,processed\cnn\bach\043100b_.npy,100,8.7
bach,043200b_.mid,processed\cnn\bach\043200b_.npy,93,8.1
bach,043300b_.mid,processed\cnn\bach\043300b_.npy,290,25.0
bach,043400b_.mid,processed\cnn\bach\043400b_.npy,162,14.0
bach,043500b_.mid,processed\cnn\bach\043500b_.npy,125,10.9
bach,043600b_.mid,processed\cnn\bach\043600b_.npy,237,20.5
bach,043700b_.mid,processed\cnn\bach\043700b_.npy,320,27.6
bach,043800b_.mid,processed\cnn\bach\043800b_.npy,90,7.9
bach,051000b_.mid,processed\cnn\bach\051000b_.npy,190,16.5
bach,060600b_.mid,processed\cnn\bach\060600b_.npy,110,9.6
bach,060800b_.mid,processed\cnn\bach\060800b_.npy,302,26.1
bach,060800qt.mid,processed\cnn\bach\060800qt.npy,302,26.1
bach,064200b_.mid,processed\cnn\bach\064200b_.npy,326,28.1
bach,064500b_.mid,processed\cnn\bach\064500b_.npy,947,81.5
bach,064600b_.mid,processed\cnn\bach\064600b_.npy,446,38.5
bach,064700b_.mid,processed\cnn\bach\064700b_.npy,1116,96.0
bach,064800b_.mid,processed\cnn\bach\064800b_.npy,345,29.8
bach,064900b_.mid,processed\cnn\bach\064900b_.npy,524,45.2
bach,065000b_.mid,processed\cnn\bach\065000b_.npy,848,73.0
bach,065100b_.mid,processed\cnn\bach\065100b_.npy,1272,109.4
bach,065200b_.mid,processed\cnn\bach\065200b_.npy,2090,179.7
bach,065300b_.mid,processed\cnn\bach\065300b_.npy,996,85.7
bach,065400b_.mid,processed\cnn\bach\065400b_.npy,1009,86.8
bach,065500b_.mid,processed\cnn\bach\065500b_.npy,976,84.0
bach,065600b_.mid,processed\cnn\bach\065600b_.npy,2381,204.7
bach,065700b_.mid,processed\cnn\bach\065700b_.npy,876,75.4
bach,065800b_.mid,processed\cnn\bach\065800b_.npy,780,67.2
bach,065900b_.mid,processed\cnn\bach\065900b_.npy,613,52.8
bach,066000b_.mid,processed\cnn\bach\066000b_.npy,916,78.8
bach,066100b_.mid,processed\cnn\bach\066100b_.npy,639,55.0
bach,066200b_.mid,processed\cnn\bach\066200b_.npy,1126,96.9
bach,066300b_.mid,processed\cnn\bach\066300b_.npy,1381,118.8
bach,066400b_.mid,processed\cnn\bach\066400b_.npy,1299,111.8
bach,066500b_.mid,processed\cnn\bach\066500b_.npy,693,59.7
bach,066600b_.mid,processed\cnn\bach\066600b_.npy,706,60.8
bach,066700b_.mid,processed\cnn\bach\066700b_.npy,528,45.5
bach,066800b_.mid,processed\cnn\bach\066800b_.npy,612,52.7
bach,066800com.mid,processed\cnn\bach\066800com.npy,1080,92.9
bach,069000b_.mid,processed\cnn\bach\069000b_.npy,409,35.3
bach,069100b_.mid,processed\cnn\bach\069100b_.npy,424,36.6
bach,069100orn.mid,processed\cnn\bach\069100orn.npy,432,37.2
bach,069400b_.mid,processed\cnn\bach\069400b_.npy,753,64.8
bach,070000b_.mid,processed\cnn\bach\070000b_.npy,580,50.0
bach,070100b_.mid,processed\cnn\bach\070100b_.npy,270,23.3
bach,073300b_.mid,processed\cnn\bach\073300b_.npy,999,86.0
bach,073800b_.mid,processed\cnn\bach\073800b_.npy,279,24.1
bach,076901b_.mid,processed\cnn\bach\076901b_.npy,324,28.0
bach,076902b_.mid,processed\cnn\bach\076902b_.npy,250,21.6
bach,076903b_.mid,processed\cnn\bach\076903b_.npy,432,37.2
bach,076904b_.mid,processed\cnn\bach\076904b_.npy,672,57.9
bach,076905b_.mid,processed\cnn\bach\076905b_.npy,621,53.5
bach,109100b_.mid,processed\cnn\bach\109100b_.npy,326,28.1
bach,Bwv0016.mid,processed\cnn\bach\Bwv0016.npy,271,23.4
bach,Bwv001.mid,processed\cnn\bach\Bwv001.npy,1961,168.6
bach,Bwv0026.mid,processed\cnn\bach\Bwv0026.npy,160,13.9
bach,Bwv0036.mid,processed\cnn\bach\Bwv0036.npy,90,7.9
bach,Bwv0036v.mid,processed\cnn\bach\Bwv0036v.npy,90,7.9
bach,Bwv0048.mid,processed\cnn\bach\Bwv0048.npy,185,16.0
bach,Bwv0048v.mid,processed\cnn\bach\Bwv0048v.npy,185,16.0
bach,Bwv0057.mid,processed\cnn\bach\Bwv0057.npy,135,11.7
bach,Bwv0063.mid,processed\cnn\bach\Bwv0063.npy,923,79.4
bach,Bwv0066.mid,processed\cnn\bach\Bwv0066.npy,93,8.1
bach,Bwv0077.mid,processed\cnn\bach\Bwv0077.npy,190,16.5
bach,Bwv0086.mid,processed\cnn\bach\Bwv0086.npy,218,18.9
bach,Bwv0097.mid,processed\cnn\bach\Bwv0097.npy,156,13.5
bach,Bwv0107.mid,processed\cnn\bach\Bwv0107.npy,224,19.4
bach,Bwv0116.mid,processed\cnn\bach\Bwv0116.npy,225,19.5
bach,Bwv0127.mid,processed\cnn\bach\Bwv0127.npy,150,13.0
bach,Bwv0136.mid,processed\cnn\bach\Bwv0136.npy,130,11.3
bach,Bwv0145.mid,processed\cnn\bach\Bwv0145.npy,150,13.0
bach,Bwv0166.mid,processed\cnn\bach\Bwv0166.npy,170,14.7
bach,Bwv0177.mid,processed\cnn\bach\Bwv0177.npy,342,29.5
bach,Bwv0185.mid,processed\cnn\bach\Bwv0185.npy,180,15.6
bach,Bwv018a5.mid,processed\cnn\bach\Bwv018a5.npy,180,15.6
bach,Bwv0197.mid,processed\cnn\bach\Bwv0197.npy,162,14.0
bach,Bwv0197ch.mid,processed\cnn\bach\Bwv0197ch.npy,162,14.0
bach,Bwv02011.mid,processed\cnn\bach\Bwv02011.npy,204,17.7
bach,Bwv0207.mid,processed\cnn\bach\Bwv0207.npy,204,17.7
bach,Bwv0246.mid,processed\cnn\bach\Bwv0246.npy,324,28.0
bach,Bwv0246s.mid,processed\cnn\bach\Bwv0246s.npy,152,13.2
bach,Bwv0256.mid,processed\cnn\bach\Bwv0256.npy,170,14.7
bach,Bwv0256v1.mid,processed\cnn\bach\Bwv0256v1.npy,170,14.7
bach,Bwv0256v2.mid,processed\cnn\bach\Bwv0256v2.npy,170,14.7
bach,Bwv0266.mid,processed\cnn\bach\Bwv0266.npy,114,9.9
bach,Bwv0276.mid,processed\cnn\bach\Bwv0276.npy,325,28.1
bach,Bwv0286.mid,processed\cnn\bach\Bwv0286.npy,191,16.5
bach,Bwv0298.mid,processed\cnn\bach\Bwv0298.npy,279,24.1
bach,Bwv0298ch.mid,processed\cnn\bach\Bwv0298ch.npy,279,24.1
bach,Bwv0306.mid,processed\cnn\bach\Bwv0306.npy,182,15.8
bach,Bwv0306v.mid,processed\cnn\bach\Bwv0306v.npy,182,15.8
bach,Bwv0319.mid,processed\cnn\bach\Bwv0319.npy,160,13.9
bach,Bwv0326.mid,processed\cnn\bach\Bwv0326.npy,170,14.7
bach,Bwv0336.mid,processed\cnn\bach\Bwv0336.npy,230,19.9
bach,Bwv03624.mid,processed\cnn\bach\Bwv03624.npy,207,17.9
bach,Bwv03628.mid,processed\cnn\bach\Bwv03628.npy,91,7.9
bach,bsgjg_a.mid,processed\cnn\bach\bsgjg_a.npy,253,21.9
bach,bsgjg_b.mid,processed\cnn\bach\bsgjg_b.npy,777,66.9
bach,bsgjg_c.mid,processed\cnn\bach\bsgjg_c.npy,211,18.3
bach,bsgjg_d.mid,processed\cnn\bach\bsgjg_d.npy,173,15.0
bach,bsgjg_e.mid,processed\cnn\bach\bsgjg_e.npy,205,17.7
bach,bsgjg_f.mid,processed\cnn\bach\bsgjg_f.npy,228,19.7
bach,bsgjg_g.mid,processed\cnn\bach\bsgjg_g.npy,326,28.1
bach,bsgjg_h.mid,processed\cnn\bach\bsgjg_h.npy,318,27.5
bach,bsgjg_i.mid,processed\cnn\bach\bsgjg_i.npy,277,23.9
bach,bsgjg_j.mid,processed\cnn\bach\bsgjg_j.npy,296,25.6
bach,bsgjg_k.mid,processed\cnn\bach\bsgjg_k.npy,872,75.1
bach,bsgjg_l.mid,processed\cnn\bach\bsgjg_l.npy,316,27.3
bach,Bwv0525_Sonate_en_trio_n1.mid,processed\cnn\bach\Bwv0525_Sonate_en_trio_n1.npy,3407,292.9
bach,Bwv0526_Sonate_en_trio_n2.mid,processed\cnn\bach\Bwv0526_Sonate_en_trio_n2.npy,3041,261.5
bach,Bwv0527_Sonate_en_trio_n3.mid,processed\cnn\bach\Bwv0527_Sonate_en_trio_n3.npy,3681,316.5
bach,Bwv0528_Sonate_en_trio_n4.mid,processed\cnn\bach\Bwv0528_Sonate_en_trio_n4.npy,2513,216.1
bach,Bwv0529_Sonate_en_trio_n5.mid,processed\cnn\bach\Bwv0529_Sonate_en_trio_n5.npy,3677,316.1
bach,Bwv0530_Sonate_en_trio_n6.mid,processed\cnn\bach\Bwv0530_Sonate_en_trio_n6.npy,3984,342.5
bach,Bwv0531_Prelude_and_Fugue.mid,processed\cnn\bach\Bwv0531_Prelude_and_Fugue.npy,1514,130.2
bach,Bwv0532_Toccata_and_Fugue.mid,processed\cnn\bach\Bwv0532_Toccata_and_Fugue.npy,2818,242.3
bach,Bwv0533_Prelude_and_Fugue.mid,processed\cnn\bach\Bwv0533_Prelude_and_Fugue.npy,1092,94.0
bach,Bwv0535_Prelude_and_Fugue.mid,processed\cnn\bach\Bwv0535_Prelude_and_Fugue.npy,1651,142.0
bach,Bwv0536_Prelude_and_Fugue.mid,processed\cnn\bach\Bwv0536_Prelude_and_Fugue.npy,1674,144.0
bach,Bwv0537_Fantasia_and_Fugue.mid,processed\cnn\bach\Bwv0537_Fantasia_and_Fugue.npy,1953,168.0
bach,Bwv0538_Toccata_and_Fugue_Dorian.mid,processed\cnn\bach\Bwv0538_Toccata_and_Fugue_Dorian.npy,3083,265.1
bach,Bwv0539_Prelude_and_Fugue.mid,processed\cnn\bach\Bwv0539_Prelude_and_Fugue.npy,1481,127.4
bach,Bwv0540_Toccata_and_Fugue.mid,processed\cnn\bach\Bwv0540_Toccata_and_Fugue.npy,3633,312.3
bach,Bwv0541_Prelude_and_Fugue.mid,processed\cnn\bach\Bwv0541_Prelude_and_Fugue.npy,1760,151.4
bach,Bwv0542_Fantasia_and_Fugue.mid,processed\cnn\bach\Bwv0542_Fantasia_and_Fugue.npy,2776,238.7
bach,Bwv0543_Prelude_and_Fugue.mid,processed\cnn\bach\Bwv0543_Prelude_and_Fugue.npy,2569,220.9
bach,Bwv0544_Prelude_and_Fugue.mid,processed\cnn\bach\Bwv0544_Prelude_and_Fugue.npy,2990,257.1
bach,Bwv0546_Prelude_and_Fugue.mid,processed\cnn\bach\Bwv0546_Prelude_and_Fugue.npy,2980,256.2
bach,Bwv0547_Prelude_and_Fugue.mid,processed\cnn\bach\Bwv0547_Prelude_and_Fugue.npy,2405,206.8
bach,Bwv0549_Prelude_and_Fugue.mid,processed\cnn\bach\Bwv0549_Prelude_and_Fugue.npy,1261,108.5
bach,Bwv0550_Prelude_and_Fugue.mid,processed\cnn\bach\Bwv0550_Prelude_and_Fugue.npy,1725,148.4
bach,Bwv0551_Prelude_and_Fugue.mid,processed\cnn\bach\Bwv0551_Prelude_and_Fugue.npy,1208,103.9
bach,Bwv0552_Prelude_and_Fugue_St_Anne.mid,processed\cnn\bach\Bwv0552_Prelude_and_Fugue_St_Anne.npy,3506,301.4
bach,Bwv0554_Short_Prelude_and_Fugue_n2_Spurious.mid,processed\cnn\bach\Bwv0554_Short_Prelude_and_Fugue_n2_Spurious.npy,827,71.2
bach,Bwv0555_Short_Prelude_and_Fugue_n3_Spurious.mid,processed\cnn\bach\Bwv0555_Short_Prelude_and_Fugue_n3_Spurious.npy,889,76.5
bach,Bwv0556_Short_Prelude_and_Fugue_n4_Spurious.mid,processed\cnn\bach\Bwv0556_Short_Prelude_and_Fugue_n4_Spurious.npy,773,66.6
bach,Bwv0557_Short_Prelude_and_Fugue_n5_Spurious.mid,processed\cnn\bach\Bwv0557_Short_Prelude_and_Fugue_n5_Spurious.npy,807,69.5
bach,Bwv0558_Short_Prelude_and_Fugue_n6_Spurious.mid,processed\cnn\bach\Bwv0558_Short_Prelude_and_Fugue_n6_Spurious.npy,1335,114.9
bach,Bwv0559_Short_Prelude_and_Fugue_n7_Spurious.mid,processed\cnn\bach\Bwv0559_Short_Prelude_and_Fugue_n7_Spurious.npy,939,80.8
bach,Bwv0560_Short_Prelude_and_Fugue_n8_Spurious.mid,processed\cnn\bach\Bwv0560_Short_Prelude_and_Fugue_n8_Spurious.npy,964,83.0
bach,Bwv0561_Fantasie_and_Fuga.mid,processed\cnn\bach\Bwv0561_Fantasie_and_Fuga.npy,2237,192.4
bach,Bwv0563_Fantasie_con_imitation.mid,processed\cnn\bach\Bwv0563_Fantasie_con_imitation.npy,970,83.5
bach,Bwv0564_Toccata_Adagio_and_Fugue.mid,processed\cnn\bach\Bwv0564_Toccata_Adagio_and_Fugue.npy,3694,317.6
bach,Bwv0565_Toccata_and_Fugue_In_Dm_A.mid,processed\cnn\bach\Bwv0565_Toccata_and_Fugue_In_Dm_A.npy,578,49.8
bach,Bwv0565_Toccata_and_Fugue_In_Dm_B.mid,processed\cnn\bach\Bwv0565_Toccata_and_Fugue_In_Dm_B.npy,2167,186.4
bach,Bwv0565_Toccata_and_Fugue_In_Dm_C.mid,processed\cnn\bach\Bwv0565_Toccata_and_Fugue_In_Dm_C.npy,1800,154.8
bach,Bwv0566_Prelude_and_Fugue.mid,processed\cnn\bach\Bwv0566_Prelude_and_Fugue.npy,2472,212.6
bach,Bwv0568_Prelude.mid,processed\cnn\bach\Bwv0568_Prelude.npy,655,56.4
bach,Bwv0570_Fantasia.mid,processed\cnn\bach\Bwv0570_Fantasia.npy,806,69.4
bach,Bwv0572_Fantasia.mid,processed\cnn\bach\Bwv0572_Fantasia.npy,1814,156.0
bach,Bwv0582_Passacaglia_and_Fugue_Orchestral.mid,processed\cnn\bach\Bwv0582_Passacaglia_and_Fugue_Orchestral.npy,3429,294.8
bach,Bwv0582_Passacaglia_and_Fugue.mid,processed\cnn\bach\Bwv0582_Passacaglia_and_Fugue.npy,2929,251.8
bach,Bwv0590_Pastorale.mid,processed\cnn\bach\Bwv0590_Pastorale.npy,2818,242.3
bach,Bwv0593_Vivaldi_Concerto_Arrangement_RV522.mid,processed\cnn\bach\Bwv0593_Vivaldi_Concerto_Arrangement_RV522.npy,2729,234.6
bach,Bwv0594_Vivaldi_Concerto_Arrangement_RV208.mid,processed\cnn\bach\Bwv0594_Vivaldi_Concerto_Arrangement_RV208.npy,4487,385.7
bach,Bwv0733_Fuga_Sopra_Magnificat.mid,processed\cnn\bach\Bwv0733_Fuga_Sopra_Magnificat.npy,859,73.9
bach,Bwv0806_English_Suite_n1_01mov.mid,processed\cnn\bach\Bwv0806_English_Suite_n1_01mov.npy,367,31.7
bach,Bwv0806_English_Suite_n1_02mov.mid,processed\cnn\bach\Bwv0806_English_Suite_n1_02mov.npy,852,73.3
bach,Bwv0806_English_Suite_n1_03mov.mid,processed\cnn\bach\Bwv0806_English_Suite_n1_03mov.npy,401,34.6
bach,Bwv0806_English_Suite_n1_04mov.mid,processed\cnn\bach\Bwv0806_English_Suite_n1_04mov.npy,481,41.5
bach,Bwv0806_English_Suite_n1_05mov.mid,processed\cnn\bach\Bwv0806_English_Suite_n1_05mov.npy,481,41.5
bach,Bwv0806_English_Suite_n1_06mov.mid,processed\cnn\bach\Bwv0806_English_Suite_n1_06mov.npy,481,41.5
bach,Bwv0806_English_Suite_n1_07mov.mid,processed\cnn\bach\Bwv0806_English_Suite_n1_07mov.npy,767,66.0
bach,Bwv0806_English_Suite_n1_08mov.mid,processed\cnn\bach\Bwv0806_English_Suite_n1_08mov.npy,460,39.7
bach,Bwv0806_English_Suite_n1_09mov.mid,processed\cnn\bach\Bwv0806_English_Suite_n1_09mov.npy,345,29.8
bach,Bwv0806_English_Suite_n1_10mov.mid,processed\cnn\bach\Bwv0806_English_Suite_n1_10mov.npy,581,50.1
bach,Bwv0811_English_Suite_n6_1mov.mid,processed\cnn\bach\Bwv0811_English_Suite_n6_1mov.npy,1896,163.1
bach,Bwv0811_English_Suite_n6_2mov.mid,processed\cnn\bach\Bwv0811_English_Suite_n6_2mov.npy,641,55.2
bach,Bwv0811_English_Suite_n6_3mov.mid,processed\cnn\bach\Bwv0811_English_Suite_n6_3mov.npy,574,49.5
bach,Bwv0811_English_Suite_n6_4mov.mid,processed\cnn\bach\Bwv0811_English_Suite_n6_4mov.npy,547,47.1
bach,Bwv0811_English_Suite_n6_5mov.mid,processed\cnn\bach\Bwv0811_English_Suite_n6_5mov.npy,431,37.2
bach,Bwv0811_English_Suite_n6_6mov.mid,processed\cnn\bach\Bwv0811_English_Suite_n6_6mov.npy,383,33.0
bach,Bwv0811_English_Suite_n6_7mov.mid,processed\cnn\bach\Bwv0811_English_Suite_n6_7mov.npy,287,24.8
bach,Bwv0811_English_Suite_n6_8mov.mid,processed\cnn\bach\Bwv0811_English_Suite_n6_8mov.npy,895,77.0
bach,Bwv0815_French_Suite_n4.mid,processed\cnn\bach\Bwv0815_French_Suite_n4.npy,4611,396.4
bach,Bwv0816_French_Suite_n5.mid,processed\cnn\bach\Bwv0816_French_Suite_n5.npy,4717,405.5
bach,Bwv0817_French_Suite_n6.mid,processed\cnn\bach\Bwv0817_French_Suite_n6.npy,3963,340.7
bach,Bwv0906_Fantasia_and_Fugue.mid,processed\cnn\bach\Bwv0906_Fantasia_and_Fugue.npy,1834,157.7
bach,Bwv0910_Toccata.mid,processed\cnn\bach\Bwv0910_Toccata.npy,2157,185.5
bach,Bwv0911_Toccata.mid,processed\cnn\bach\Bwv0911_Toccata.npy,2340,201.2
bach,Bwv0912_Toccata.mid,processed\cnn\bach\Bwv0912_Toccata.npy,2414,207.6
bach,Bwv0913_Toccata.mid,processed\cnn\bach\Bwv0913_Toccata.npy,3113,267.6
bach,Bwv0914_Toccata.mid,processed\cnn\bach\Bwv0914_Toccata.npy,1803,155.1
bach,Bwv0915_Toccata.mid,processed\cnn\bach\Bwv0915_Toccata.npy,2046,176.0
bach,Bwv0916_Toccata.mid,processed\cnn\bach\Bwv0916_Toccata.npy,1696,145.9
bach,Bwv0933_Little_Prelude_n1.mid,processed\cnn\bach\Bwv0933_Little_Prelude_n1.npy,348,30.0
bach,Bwv0934_Little_Prelude_n2.mid,processed\cnn\bach\Bwv0934_Little_Prelude_n2.npy,456,39.3
bach,Bwv0935_Little_Prelude_n3.mid,processed\cnn\bach\Bwv0935_Little_Prelude_n3.npy,349,30.1
bach,Bwv0936_Little_Prelude_n4.mid,processed\cnn\bach\Bwv0936_Little_Prelude_n4.npy,523,45.1
bach,Bwv0937_Little_Prelude_n5.mid,processed\cnn\bach\Bwv0937_Little_Prelude_n5.npy,399,34.4
bach,Bwv0938_Little_Prelude_n6.mid,processed\cnn\bach\Bwv0938_Little_Prelude_n6.npy,384,33.1
bach,Bwv0963_Sonata.mid,processed\cnn\bach\Bwv0963_Sonata.npy,2062,177.3
bach,Bwv0967_Sonata.mid,processed\cnn\bach\Bwv0967_Sonata.npy,1131,97.3
bach,Bwv0992_Capriccio.mid,processed\cnn\bach\Bwv0992_Capriccio.npy,1976,169.9
bach,Bwv0996_Suite_for_Lute.mid,processed\cnn\bach\Bwv0996_Suite_for_Lute.npy,3782,325.1
bach,Bwv0997_Partita_for_Lute_1mov.mid,processed\cnn\bach\Bwv0997_Partita_for_Lute_1mov.npy,664,57.2
bach,Bwv0997_Partita_for_Lute_2mov.mid,processed\cnn\bach\Bwv0997_Partita_for_Lute_2mov.npy,1132,97.4
bach,Bwv0997_Partita_for_Lute_3mov.mid,processed\cnn\bach\Bwv0997_Partita_for_Lute_3mov.npy,921,79.3
bach,Bwv0997_Partita_for_Lute_4mov.mid,processed\cnn\bach\Bwv0997_Partita_for_Lute_4mov.npy,698,60.1
bach,Bwv0997_Partita_for_Lute_5mov.mid,processed\cnn\bach\Bwv0997_Partita_for_Lute_5mov.npy,697,60.0
bach,Bwv0998_Prelude_Fugue_Allegro_for_Lute_1mov.mid,processed\cnn\bach\Bwv0998_Prelude_Fugue_Allegro_for_Lute_1mov.npy,637,54.9
bach,Bwv0998_Prelude_Fugue_Allegro_for_Lute_2mov.mid,processed\cnn\bach\Bwv0998_Prelude_Fugue_Allegro_for_Lute_2mov.npy,1428,122.8
bach,Bwv0998_Prelude_Fugue_Allegro_for_Lute_3mov.mid,processed\cnn\bach\Bwv0998_Prelude_Fugue_Allegro_for_Lute_3mov.npy,372,32.1
bach,Bwv1005_Violin_Sonata_n3_1mov_Adagio.mid,processed\cnn\bach\Bwv1005_Violin_Sonata_n3_1mov_Adagio.npy,755,65.0
bach,Bwv1005_Violin_Sonata_n3_2mov_Fugue.mid,processed\cnn\bach\Bwv1005_Violin_Sonata_n3_2mov_Fugue.npy,2438,209.6
bach,Bwv1005_Violin_Sonata_n3_3mov_Largo.mid,processed\cnn\bach\Bwv1005_Violin_Sonata_n3_3mov_Largo.npy,592,51.0
bach,Bwv1005_Violin_Sonata_n3_4mov_Allegro.mid,processed\cnn\bach\Bwv1005_Violin_Sonata_n3_4mov_Allegro.npy,1196,102.9
bach,Bwv1014_Harpsicord_and_Violin_Sonata_1mov.mid,processed\cnn\bach\Bwv1014_Harpsicord_and_Violin_Sonata_1mov.npy,1070,92.1
bach,Bwv1014_Harpsicord_and_Violin_Sonata_2mov.mid,processed\cnn\bach\Bwv1014_Harpsicord_and_Violin_Sonata_2mov.npy,754,64.9
bach,Bwv1014_Harpsicord_and_Violin_Sonata_3mov.mid,processed\cnn\bach\Bwv1014_Harpsicord_and_Violin_Sonata_3mov.npy,781,67.2
bach,Bwv1014_Harpsicord_and_Violin_Sonata_4mov.mid,processed\cnn\bach\Bwv1014_Harpsicord_and_Violin_Sonata_4mov.npy,890,76.6
bach,Bwv1046_aSinfonia_h.mid,processed\cnn\bach\Bwv1046_aSinfonia_h.npy,764,65.8
bach,Bwv1066_Orchestral_Suite_n1_1mov.mid,processed\cnn\bach\Bwv1066_Orchestral_Suite_n1_1mov.npy,2579,221.8
bach,Bwv1066_Orchestral_Suite_n1_2mov.mid,processed\cnn\bach\Bwv1066_Orchestral_Suite_n1_2mov.npy,481,41.5
bach,Bwv1066_Orchestral_Suite_n1_3mov.mid,processed\cnn\bach\Bwv1066_Orchestral_Suite_n1_3mov.npy,984,84.7
bach,Bwv1066_Orchestral_Suite_n1_4mov.mid,processed\cnn\bach\Bwv1066_Orchestral_Suite_n1_4mov.npy,400,34.5
bach,Bwv1066_Orchestral_Suite_n1_5mov.mid,processed\cnn\bach\Bwv1066_Orchestral_Suite_n1_5mov.npy,1016,87.4
bach,Bwv1066_Orchestral_Suite_n1_6mov.mid,processed\cnn\bach\Bwv1066_Orchestral_Suite_n1_6mov.npy,861,74.1
bach,Bwv1066_Orchestral_Suite_n1_7mov.mid,processed\cnn\bach\Bwv1066_Orchestral_Suite_n1_7mov.npy,745,64.1
bach,Bwv1067_Orchestral_Suite_n2_1mov.mid,processed\cnn\bach\Bwv1067_Orchestral_Suite_n2_1mov.npy,3276,281.7
bach,Bwv1067_Orchestral_Suite_n2_2mov.mid,processed\cnn\bach\Bwv1067_Orchestral_Suite_n2_2mov.npy,401,34.6
bach,Bwv1067_Orchestral_Suite_n2_3mov.mid,processed\cnn\bach\Bwv1067_Orchestral_Suite_n2_3mov.npy,735,63.3
bach,Bwv1067_Orchestral_Suite_n2_4mov.mid,processed\cnn\bach\Bwv1067_Orchestral_Suite_n2_4mov.npy,715,61.6
bach,Bwv1067_Orchestral_Suite_n2_5mov.mid,processed\cnn\bach\Bwv1067_Orchestral_Suite_n2_5mov.npy,782,67.3
bach,Bwv1067_Orchestral_Suite_n2_6mov.mid,processed\cnn\bach\Bwv1067_Orchestral_Suite_n2_6mov.npy,333,28.7
bach,Bwv1067_Orchestral_Suite_n2_7mov.mid,processed\cnn\bach\Bwv1067_Orchestral_Suite_n2_7mov.npy,344,29.7
bach,Bwv1068_Orchestral_Suite_n3_1mov.mid,processed\cnn\bach\Bwv1068_Orchestral_Suite_n3_1mov.npy,2873,247.0
bach,Bwv1068_Orchestral_Suite_n3_2mov.mid,processed\cnn\bach\Bwv1068_Orchestral_Suite_n3_2mov.npy,1120,96.4
bach,Bwv1068_Orchestral_Suite_n3_3mov.mid,processed\cnn\bach\Bwv1068_Orchestral_Suite_n3_3mov.npy,1148,98.8
bach,Bwv1068_Orchestral_Suite_n3_4mov.mid,processed\cnn\bach\Bwv1068_Orchestral_Suite_n3_4mov.npy,367,31.7
