composer,filename,source_filename,shift,is_augmented
bach,Bwv0806_English_Suite_n1_04mov.mid,Bwv0806_English_Suite_n1_04mov.mid,0,False
bach,Bwv777_Invention_n06.mid,Bwv777_Invention_n06.mid,0,False
mozart,K330_Piano_Sonata_n10_3mov.mid,K330_Piano_Sonata_n10_3mov.mid,0,False
bach,036600b_.mid,036600b_.mid,0,False
bach,076901b_.mid,076901b_.mid,0,False
bach,013606b_.mid,013606b_.mid,0,False
bach,Bwv0145.mid,Bwv0145.mid,0,False
bach,WTCII18A.mid,WTCII18A.mid,0,False
bach,Piano_version_of_Bachs_two_part_inventions_No1.mid,Piano_version_of_Bachs_two_part_inventions_No1.mid,0,False
bach,037400b_.mid,037400b_.mid,0,False
chopin,Fantasie_Impromptu_op66.mid,Fantasie_Impromptu_op66.mid,0,False
bach,Variation_09.mid,Variation_09.mid,0,False
bach,Bwv1047_Brandenburg_Concert_n2_3mov.mid,Bwv1047_Brandenburg_Concert_n2_3mov.mid,0,False
mozart,Piano_Concerto_n14_K449_2mov.mid,Piano_Concerto_n14_K449_2mov.mid,0,False
bach,WTCII16A.mid,WTCII16A.mid,0,False
bach,011606b_.mid,011606b_.mid,0,False
bach,Bwv1053_Harpsichord_Concerto_n2_1mov.mid,Bwv1053_Harpsichord_Concerto_n2_1mov.mid,0,False
bach,Bwv1005_Violin_Sonata_n3_1mov_Adagio.mid,Bwv1005_Violin_Sonata_n3_1mov_Adagio.mid,0,False
mozart,Symphony_n33_K319_3mov.mid,Symphony_n33_K319_3mov.mid,0,False
chopin,Etude_op10_n10.mid,Etude_op10_n10.mid,0,False
beethoven,Piano_Sonata_n29_Op106_Hammerklavier.mid,Piano_Sonata_n29_Op106_Hammerklavier.mid,0,False
chopin,Nocturne_op37_01.mid,Nocturne_op37_01.mid,0,False
mozart,Symphony_n35_K385_2mov_Haffner.mid,Symphony_n35_K385_2mov_Haffner.mid,0,False
chopin,Prelude_n06_op28_Tolling_Bells.mid,Prelude_n06_op28_Tolling_Bells.mid,0,False
bach,invent2.mid,invent2.mid,0,False
bach,034700b_.mid,034700b_.mid,0,False
beethoven,Symphony_n1_2mov.mid,Symphony_n1_2mov.mid,0,False
beethoven,Piano_Sonata_n23_op57_2mov_Apassionata.mid,Piano_Sonata_n23_op57_2mov_Apassionata.mid,0,False
bach,Bwv0538_Toccata_and_Fugue_Dorian.mid,Bwv0538_Toccata_and_Fugue_Dorian.mid,0,False
bach,031500b_.mid,031500b_.mid,0,False
mozart,K495_Horn_Concerto_n4_1mov.mid,K495_Horn_Concerto_n4_1mov.mid,0,False
bach,WTCII17A.mid,WTCII17A.mid,0,False
bach,Bwv0792_Sinfonia_n6.mid,Bwv0792_Sinfonia_n6.mid,0,False
bach,bsgjg_e.mid,bsgjg_e.mid,0,False
bach,WT1_X5A.mid,WT1_X5A.mid,0,False
bach,WT1_2B.mid,WT1_2B.mid,0,False
bach,WT1_2A.mid,WT1_2A.mid,0,False
mozart,K626_Requiem_kyrie.mid,K626_Requiem_kyrie.mid,0,False
beethoven,Rage_over_a_lost_pennny.mid,Rage_over_a_lost_pennny.mid,0,False
mozart,K284_Piano_Sonata_n06.mid,K284_Piano_Sonata_n06.mid,0,False
bach,030200b_.mid,030200b_.mid,0,False
chopin,Nocturne_op62_n2.mid,Nocturne_op62_n2.mid,0,False
bach,Bwv782_Invention_n11.mid,Bwv782_Invention_n11.mid,0,False
chopin,Etude_Op10_No11.mid,Etude_Op10_No11.mid,0,False
mozart,K331_Piano_Sonata_n11.mid,K331_Piano_Sonata_n11.mid,0,False
bach,014706b_.mid,014706b_.mid,0,False
bach,012606bv.mid,012606bv.mid,0,False
bach,Bwv0531_Prelude_and_Fugue.mid,Bwv0531_Prelude_and_Fugue.mid,0,False
mozart,Symphony_n28_K200_1mov.mid,Symphony_n28_K200_1mov.mid,0,False
bach,013807b_.mid,013807b_.mid,0,False
bach,Bwv1069_Orchestral_suite_n4_Gavotte.mid,Bwv1069_Orchestral_suite_n4_Gavotte.mid,0,False
mozart,K576_Piano_Sonata_n19.mid,K576_Piano_Sonata_n19.mid,0,False
bach,026700ba.mid,026700ba.mid,0,False
bach,Bwv1067_Orchestral_Suite_n2_2mov.mid,Bwv1067_Orchestral_Suite_n2_2mov.mid,0,False
bach,065900b_.mid,065900b_.mid,0,False
mozart,Another_piece_for_PianoK176.mid,Another_piece_for_PianoK176.mid,0,False
bach,011506b_.mid,011506b_.mid,0,False
bach,4Blute_nur_du_liebes_Herz_Soprano_Aria.mid,4Blute_nur_du_liebes_Herz_Soprano_Aria.mid,0,False
bach,033900b_.mid,033900b_.mid,0,False
bach,065500b_.mid,065500b_.mid,0,False
bach,009005b_.mid,009005b_.mid,0,False
beethoven,Overture_Egmont.mid,Overture_Egmont.mid,0,False
chopin,Piano_Concerto_n1_op11_1mov.mid,Piano_Concerto_n1_op11_1mov.mid,0,False
chopin,Piano_Concerto_n2_1mov.mid,Piano_Concerto_n2_1mov.mid,0,False
bach,Wtcii22b.mid,Wtcii22b.mid,0,False
bach,035100b_.mid,035100b_.mid,0,False
beethoven,WoO051_Sonatina_1-2_movs.mid,WoO051_Sonatina_1-2_movs.mid,0,False
bach,007807b_.mid,007807b_.mid,0,False
bach,015606b_.mid,015606b_.mid,0,False
bach,034800b_.mid,034800b_.mid,0,False
beethoven,Lieder_op48_n5_Gottes_Macht_Und_Vorsehung.mid,Lieder_op48_n5_Gottes_Macht_Und_Vorsehung.mid,0,False
chopin,19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No5.mid,19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No5.mid,0,False
bach,024403b_.mid,024403b_.mid,0,False
bach,024511b_.mid,024511b_.mid,0,False
bach,Musical_Offering_n14.mid,Musical_Offering_n14.mid,0,False
mozart,Early_Pieces_n3_Little_march.mid,Early_Pieces_n3_Little_march.mid,0,False
beethoven,Sieben_Bagatellen_in_E_flat_Major_Opus33_No1.mid,Sieben_Bagatellen_in_E_flat_Major_Opus33_No1.mid,0,False
bach,007607b_.mid,007607b_.mid,0,False
beethoven,Sketch_for_Piano_Alla_Marcia.mid,Sketch_for_Piano_Alla_Marcia.mid,0,False
bach,WT1_XX1B.mid,WT1_XX1B.mid,0,False
mozart,K527_Overture_Don_Giovanni.mid,K527_Overture_Don_Giovanni.mid,0,False
mozart,Symphony_n38_K504_3mov_Prague.mid,Symphony_n38_K504_3mov_Prague.mid,0,False
bach,Bwv0992_Capriccio.mid,Bwv0992_Capriccio.mid,0,False
beethoven,Piano_Sonata_n14_op27_1mov_Moonlight.mid,Piano_Sonata_n14_op27_1mov_Moonlight.mid,0,False
bach,022711b_.mid,022711b_.mid,0,False
bach,Bwv0806_English_Suite_n1_02mov.mid,Bwv0806_English_Suite_n1_02mov.mid,0,False
bach,027600b_.mid,027600b_.mid,0,False
bach,Bwv0551_Prelude_and_Fugue.mid,Bwv0551_Prelude_and_Fugue.mid,0,False
bach,Bwv0798_Sinfonia_n12.mid,Bwv0798_Sinfonia_n12.mid,0,False
bach,Piano_version_of_Bachs_two_part_inventions_No15.mid,Piano_version_of_Bachs_two_part_inventions_No15.mid,0,False
mozart,Symphony_n25_K183_4mov.mid,Symphony_n25_K183_4mov.mid,0,False
beethoven,Fur_Elise.mid,Fur_Elise.mid,0,False
chopin,Nocturne_op15_n3.mid,Nocturne_op15_n3.mid,0,False
bach,Bwv0306v.mid,Bwv0306v.mid,0,False
bach,030800b_.mid,030800b_.mid,0,False
beethoven,Seven_Inversions_of_God_Save_the_King.mid,Seven_Inversions_of_God_Save_the_King.mid,0,False
bach,WT1_5B.mid,WT1_5B.mid,0,False
beethoven,Symphony_n7_4mov.mid,Symphony_n7_4mov.mid,0,False
mozart,K314_Flute_Concerto_n2_1mov.mid,K314_Flute_Concerto_n2_1mov.mid,0,False
bach,005505b_.mid,005505b_.mid,0,False
bach,Bwv1049_Brandenburg_Concert_n4_1mov.mid,Bwv1049_Brandenburg_Concert_n4_1mov.mid,0,False
bach,009408b_.mid,009408b_.mid,0,False
bach,019412b_.mid,019412b_.mid,0,False
beethoven,Lieder_op46_Adelaide.mid,Lieder_op46_Adelaide.mid,0,False
bach,Bwv0997_Partita_for_Lute_3mov.mid,Bwv0997_Partita_for_Lute_3mov.mid,0,False
bach,024437b_.mid,024437b_.mid,0,False
bach,Variation_29.mid,Variation_29.mid,0,False
chopin,Mazurka_op7_n1.mid,Mazurka_op7_n1.mid,0,False
bach,012705b_.mid,012705b_.mid,0,False
beethoven,Piano_Sonata_n05.mid,Piano_Sonata_n05.mid,0,False
beethoven,Sieben_Bagatellen_C_Major_Opus33_No2.mid,Sieben_Bagatellen_C_Major_Opus33_No2.mid,0,False
bach,018806b_.mid,018806b_.mid,0,False
beethoven,Lieder_op99_Der_Mann_Von_Wort.mid,Lieder_op99_Der_Mann_Von_Wort.mid,0,False
bach,004106bs.mid,004106bs.mid,0,False
bach,026100b_.mid,026100b_.mid,0,False
beethoven,Symphony_n7_3mov.mid,Symphony_n7_3mov.mid,0,False
bach,037100b_.mid,037100b_.mid,0,False
mozart,K357_Piano_Sonata_4_Hands.mid,K357_Piano_Sonata_4_Hands.mid,0,False
bach,043600b_.mid,043600b_.mid,0,False
beethoven,Lieder_op82_n1_Dimmi_Den_Mio_Che_Mi_Ami.mid,Lieder_op82_n1_Dimmi_Den_Mio_Che_Mi_Ami.mid,0,False
bach,029700b_.mid,029700b_.mid,0,False
beethoven,Piano_Concerto_n3_op37_2mov.mid,Piano_Concerto_n3_op37_2mov.mid,0,False
bach,032500b_.mid,032500b_.mid,0,False
bach,015804b_.mid,015804b_.mid,0,False
bach,040700b_.mid,040700b_.mid,0,False
bach,Bwv0530_Sonate_en_trio_n6.mid,Bwv0530_Sonate_en_trio_n6.mid,0,False
beethoven,Bagatella_op33_n4.mid,Bagatella_op33_n4.mid,0,False
bach,Wtcii07b.mid,Wtcii07b.mid,0,False
bach,20_Osanna.mid,20_Osanna.mid,0,False
bach,Bwv1046_Brandenburg_Concert_n1_1mov.mid,Bwv1046_Brandenburg_Concert_n1_1mov.mid,0,False
bach,031700b_.mid,031700b_.mid,0,False
bach,3Gebt_mir_meinen_Jesum_weider_Bass_Aria.mid,3Gebt_mir_meinen_Jesum_weider_Bass_Aria.mid,0,False
bach,12_Polonaise.mid,12_Polonaise.mid,0,False
mozart,Symphony_n29_K201_1mov.mid,Symphony_n29_K201_1mov.mid,0,False
bach,Bwv0733_Fuga_Sopra_Magnificat.mid,Bwv0733_Fuga_Sopra_Magnificat.mid,0,False
bach,009106ch.mid,009106ch.mid,0,False
mozart,K354_Piano_Variations_Je_Suis_Lindor.mid,K354_Piano_Variations_Je_Suis_Lindor.mid,0,False
bach,Bwv0806_English_Suite_n1_08mov.mid,Bwv0806_English_Suite_n1_08mov.mid,0,False
bach,034200b_.mid,034200b_.mid,0,False
bach,Bwv1005_Violin_Sonata_n3_3mov_Largo.mid,Bwv1005_Violin_Sonata_n3_3mov_Largo.mid,0,False
bach,Bwv1067_Orchestral_Suite_n2_3mov.mid,Bwv1067_Orchestral_Suite_n2_3mov.mid,0,False
beethoven,Piano_Concerto_n4_op58_2mov.mid,Piano_Concerto_n4_op58_2mov.mid,0,False
bach,Wtcii11a.mid,Wtcii11a.mid,0,False
bach,Bwv786_Invention_n15.mid,Bwv786_Invention_n15.mid,0,False
bach,010306b_.mid,010306b_.mid,0,False
bach,WT1_X7A.mid,WT1_X7A.mid,0,False
bach,042300b_.mid,042300b_.mid,0,False
bach,Prelude_and_Fugue_in_C_Sharp_BWV_872.mid,Prelude_and_Fugue_in_C_Sharp_BWV_872.mid,0,False
beethoven,Bagatella_op33_n3.mid,Bagatella_op33_n3.mid,0,False
beethoven,Piano_Sonata_n14_op27_2mov_Moonlight.mid,Piano_Sonata_n14_op27_2mov_Moonlight.mid,0,False
mozart,Symphony_n30_K202_1mov.mid,Symphony_n30_K202_1mov.mid,0,False
bach,Bwv0791_Sinfonia_n5.mid,Bwv0791_Sinfonia_n5.mid,0,False
bach,030600b_.mid,030600b_.mid,0,False
mozart,Symphony_n31_K297_2mov_Paris.mid,Symphony_n31_K297_2mov_Paris.mid,0,False
bach,010406b_.mid,010406b_.mid,0,False
bach,007011b_.mid,007011b_.mid,0,False
bach,024537b_.mid,024537b_.mid,0,False
chopin,19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No13.mid,19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No13.mid,0,False
bach,Bwv0788_Sinfonia_n2.mid,Bwv0788_Sinfonia_n2.mid,0,False
bach,035900b_.mid,035900b_.mid,0,False
mozart,Piano_Sonata_n18_K570.mid,Piano_Sonata_n18_K570.mid,0,False
bach,Piano_version_of_Bachs_two_part_inventions_No.mid,Piano_version_of_Bachs_two_part_inventions_No.mid,0,False
bach,Bwv1046_aSinfonia_h.mid,Bwv1046_aSinfonia_h.mid,0,False
bach,034500b_.mid,034500b_.mid,0,False
bach,bsgjg_f.mid,bsgjg_f.mid,0,False
chopin,Etude_op10_n07.mid,Etude_op10_n07.mid,0,False
chopin,Nocturne_op32_n1.mid,Nocturne_op32_n1.mid,0,False
bach,011407b_.mid,011407b_.mid,0,False
bach,Bwv1066_Orchestral_suite_n1_Gavotte.mid,Bwv1066_Orchestral_suite_n1_Gavotte.mid,0,False
bach,Bwv1087_14_Canons.mid,Bwv1087_14_Canons.mid,0,False
bach,017507b_.mid,017507b_.mid,0,False
beethoven,Symphony_op125_n9_1mov_Choral.mid,Symphony_op125_n9_1mov_Choral.mid,0,False
bach,Bwv0532_Toccata_and_Fugue.mid,Bwv0532_Toccata_and_Fugue.mid,0,False
bach,025000b_.mid,025000b_.mid,0,False
bach,066000b_.mid,066000b_.mid,0,False
bach,008305b_.mid,008305b_.mid,0,False
bach,022602b_.mid,022602b_.mid,0,False
bach,Bwv1055_Harpsichord_Concerto_n4_3mov.mid,Bwv1055_Harpsichord_Concerto_n4_3mov.mid,0,False
bach,Bwv1067_Orchestral_Suite_n2_7mov.mid,Bwv1067_Orchestral_Suite_n2_7mov.mid,0,False
bach,Bwv775_Invention_n04.mid,Bwv775_Invention_n04.mid,0,False
beethoven,Symphony_op125_n9_4mov_Choral.mid,Symphony_op125_n9_4mov_Choral.mid,0,False
beethoven,Hess057_Bagatella.mid,Hess057_Bagatella.mid,0,False
mozart,Symphony_n25_K183_3mov.mid,Symphony_n25_K183_3mov.mid,0,False
bach,WT1_8B.mid,WT1_8B.mid,0,False
bach,Bwv0558_Short_Prelude_and_Fugue_n6_Spurious.mid,Bwv0558_Short_Prelude_and_Fugue_n6_Spurious.mid,0,False
chopin,Prelude_n19_op28.mid,Prelude_n19_op28.mid,0,False
chopin,Scherzo_No2_Opus31.mid,Scherzo_No2_Opus31.mid,0,False
bach,Bwv1051_Brandenburg_Concert_n6_3mov.mid,Bwv1051_Brandenburg_Concert_n6_3mov.mid,0,False
chopin,Barcarolle_in_F_sharp_Major.mid,Barcarolle_in_F_sharp_Major.mid,0,False
chopin,Etude_op10_n06.mid,Etude_op10_n06.mid,0,False
bach,025100b_.mid,025100b_.mid,0,False
bach,Bwv1047_Brandenburg_Concert_n2_1mov.mid,Bwv1047_Brandenburg_Concert_n2_1mov.mid,0,False
mozart,K401_Fuga_in_G_minor.mid,K401_Fuga_in_G_minor.mid,0,False
bach,WTCII02A.mid,WTCII02A.mid,0,False
bach,040900b_.mid,040900b_.mid,0,False
bach,09_Aria_Qui_Sedes.mid,09_Aria_Qui_Sedes.mid,0,False
mozart,K333_Piano_Sonata_n13_2mov.mid,K333_Piano_Sonata_n13_2mov.mid,0,False
bach,WT1_X4A.mid,WT1_X4A.mid,0,False
bach,025700b_.mid,025700b_.mid,0,False
mozart,K521_Piano_Sonata_4_Hands.mid,K521_Piano_Sonata_4_Hands.mid,0,False
bach,043700b_.mid,043700b_.mid,0,False
bach,039200b_.mid,039200b_.mid,0,False
bach,WT1_XX_B.mid,WT1_XX_B.mid,0,False
bach,Wtcii10b.mid,Wtcii10b.mid,0,False
bach,029800b_.mid,029800b_.mid,0,False
bach,033000b_.mid,033000b_.mid,0,False
bach,Musical_Offering_n13.mid,Musical_Offering_n13.mid,0,False
bach,bsgjg_c.mid,bsgjg_c.mid,0,False
bach,Musical_Offering_n9_Ricercare_a_6.mid,Musical_Offering_n9_Ricercare_a_6.mid,0,False
bach,bsgjg_l.mid,bsgjg_l.mid,0,False
beethoven,Piano_Concerto_n2_op19_2mov.mid,Piano_Concerto_n2_op19_2mov.mid,0,False
bach,010406bv.mid,010406bv.mid,0,False
bach,027900b_.mid,027900b_.mid,0,False
chopin,19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No2.mid,19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No2.mid,0,False
bach,Musical_Offering_n15_Trio-Largo.mid,Musical_Offering_n15_Trio-Largo.mid,0,False
bach,Bwv1068_Orchestral_suite_n3_Gavotte.mid,Bwv1068_Orchestral_suite_n3_Gavotte.mid,0,False
bach,WT1_X_B.mid,WT1_X_B.mid,0,False
bach,008707b_.mid,008707b_.mid,0,False
bach,014001b_.mid,014001b_.mid,0,False
bach,030100b_.mid,030100b_.mid,0,False
bach,069400b_.mid,069400b_.mid,0,False
bach,041400b_.mid,041400b_.mid,0,False
beethoven,op077_Fantaisie.mid,op077_Fantaisie.mid,0,False
bach,Variation_21.mid,Variation_21.mid,0,False
beethoven,Symphony_n2_op36_4mov.mid,Symphony_n2_op36_4mov.mid,0,False
mozart,Early_Pieces_n10_Air.mid,Early_Pieces_n10_Air.mid,0,False
beethoven,Piano_Concerto_No5Mov1.mid,Piano_Concerto_No5Mov1.mid,0,False
mozart,Symphony_n36_K425_1mov_Linz.mid,Symphony_n36_K425_1mov_Linz.mid,0,False
bach,016806b_.mid,016806b_.mid,0,False
bach,Bwv1055_Harpsichord_Concerto_n4_1mov.mid,Bwv1055_Harpsichord_Concerto_n4_1mov.mid,0,False
bach,034300b_.mid,034300b_.mid,0,False
bach,033100b_.mid,033100b_.mid,0,False
bach,003907b_.mid,003907b_.mid,0,False
bach,Bwv03624.mid,Bwv03624.mid,0,False
bach,032900b_.mid,032900b_.mid,0,False
bach,Bwv1042_Violin_Concerto_n2_2mov.mid,Bwv1042_Violin_Concerto_n2_2mov.mid,0,False
bach,Variation_17.mid,Variation_17.mid,0,False
bach,016506b_.mid,016506b_.mid,0,False
bach,Bwv772_Invention_n01.mid,Bwv772_Invention_n01.mid,0,False
mozart,K309_Piano_Sonata_n10_1mov.mid,K309_Piano_Sonata_n10_1mov.mid,0,False
bach,041000b_.mid,041000b_.mid,0,False
mozart,Contradance_n2.mid,Contradance_n2.mid,0,False
chopin,Sonata_op35_n3.mid,Sonata_op35_n3.mid,0,False
bach,Musical_Offering_n7.mid,Musical_Offering_n7.mid,0,False
chopin,Prelude_n15_op28_Raindrop.mid,Prelude_n15_op28_Raindrop.mid,0,False
bach,031200b_.mid,031200b_.mid,0,False
bach,040600b_.mid,040600b_.mid,0,False
mozart,K279_Piano_sonata_n01_2mov.mid,K279_Piano_sonata_n01_2mov.mid,0,False
mozart,K545_Piano_Sonata.mid,K545_Piano_Sonata.mid,0,False
bach,009507b_.mid,009507b_.mid,0,False
bach,024812b2.mid,024812b2.mid,0,False
bach,024429bb.mid,024429bb.mid,0,False
chopin,Prelude_n17_op28_Scene_On_the_Place_of_Notre_Dame.mid,Prelude_n17_op28_Scene_On_the_Place_of_Notre_Dame.mid,0,False
bach,WT1_9A.mid,WT1_9A.mid,0,False
bach,025900b_.mid,025900b_.mid,0,False
chopin,Piano_Concerto_n1_op11_2mov.mid,Piano_Concerto_n1_op11_2mov.mid,0,False
chopin,19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No16.mid,19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No16.mid,0,False
beethoven,Sonatina_op33_4mov.mid,Sonatina_op33_4mov.mid,0,False
beethoven,WoO060_Mouvement_Pour_Piano.mid,WoO060_Mouvement_Pour_Piano.mid,0,False
chopin,Etude_op10_n12_Revolutionary.mid,Etude_op10_n12_Revolutionary.mid,0,False
bach,027400b_.mid,027400b_.mid,0,False
bach,WT1_XX1A.mid,WT1_XX1A.mid,0,False
beethoven,Piano_Sonata_No27__3rd_mov.mid,Piano_Sonata_No27__3rd_mov.mid,0,False
bach,Variation_13.mid,Variation_13.mid,0,False
mozart,K05_Minuet_for_Harpsichord.mid,K05_Minuet_for_Harpsichord.mid,0,False
bach,024415bv.mid,024415bv.mid,0,False
bach,007007b_.mid,007007b_.mid,0,False
beethoven,Bagatella_op33_n1.mid,Bagatella_op33_n1.mid,0,False
bach,Bwv0298ch.mid,Bwv0298ch.mid,0,False
bach,Bwv802_Four_Inventions_Duettos_Clavier-U_bung_III_n1.mid,Bwv802_Four_Inventions_Duettos_Clavier-U_bung_III_n1.mid,0,False
bach,010107bv.mid,010107bv.mid,0,False
bach,040500b_.mid,040500b_.mid,0,False
bach,031800b_.mid,031800b_.mid,0,False
bach,Variation_08.mid,Variation_08.mid,0,False
beethoven,WoO086_Scotish.mid,WoO086_Scotish.mid,0,False
mozart,K393_Solfeggi_n2.mid,K393_Solfeggi_n2.mid,0,False
bach,Bwv1069_Orchestral_Suite_n4_4mov.mid,Bwv1069_Orchestral_Suite_n4_4mov.mid,0,False
bach,Bwv1042_Violin_Concerto_n2_3mov.mid,Bwv1042_Violin_Concerto_n2_3mov.mid,0,False
beethoven,Symphony_n1_4mov.mid,Symphony_n1_4mov.mid,0,False
bach,031900b_.mid,031900b_.mid,0,False
beethoven,Piano_Sonata_n27.mid,Piano_Sonata_n27.mid,0,False
bach,Bwv1051_Brandenburg_Concert_n6_1mov.mid,Bwv1051_Brandenburg_Concert_n6_1mov.mid,0,False
bach,Bwv1048_Brandenburg_Concert_n3_1mov_B.mid,Bwv1048_Brandenburg_Concert_n3_1mov_B.mid,0,False
bach,032600b_.mid,032600b_.mid,0,False
bach,024842b4.mid,024842b4.mid,0,False
bach,034900b_.mid,034900b_.mid,0,False
mozart,Early_Pieces_n5_Country_Dance.mid,Early_Pieces_n5_Country_Dance.mid,0,False
bach,Bwv0582_Passacaglia_and_Fugue_Orchestral.mid,Bwv0582_Passacaglia_and_Fugue_Orchestral.mid,0,False
beethoven,Symphony_op93_n8_4mov.mid,Symphony_op93_n8_4mov.mid,0,False
beethoven,Piano_Sonata_n30.mid,Piano_Sonata_n30.mid,0,False
bach,040800b_.mid,040800b_.mid,0,False
bach,WT1_X9B.mid,WT1_X9B.mid,0,False
bach,Wtcii13b.mid,Wtcii13b.mid,0,False
bach,037200b_.mid,037200b_.mid,0,False
bach,Bwv0806_English_Suite_n1_05mov.mid,Bwv0806_English_Suite_n1_05mov.mid,0,False
bach,Wtcii23b.mid,Wtcii23b.mid,0,False
bach,Wtcii24b.mid,Wtcii24b.mid,0,False
bach,043100b_.mid,043100b_.mid,0,False
bach,invent8.mid,invent8.mid,0,False
bach,Bwv0998_Prelude_Fugue_Allegro_for_Lute_3mov.mid,Bwv0998_Prelude_Fugue_Allegro_for_Lute_3mov.mid,0,False
bach,026800b_.mid,026800b_.mid,0,False
bach,025500b_.mid,025500b_.mid,0,False
beethoven,Sonata_Opus111_C_minor_No1.mid,Sonata_Opus111_C_minor_No1.mid,0,False
beethoven,String_Quartet_n16_op135_3mov.mid,String_Quartet_n16_op135_3mov.mid,0,False
bach,033200b_.mid,033200b_.mid,0,False
bach,Bwv1041_Violin_Concerto_n1_3mov.mid,Bwv1041_Violin_Concerto_n1_3mov.mid,0,False
beethoven,Symphony_n5_op67_1mov.mid,Symphony_n5_op67_1mov.mid,0,False
chopin,Nocturne_op15_n2.mid,Nocturne_op15_n2.mid,0,False
bach,Bwv1050_Brandenburg_Concert_n5_1-2-3movs.mid,Bwv1050_Brandenburg_Concert_n5_1-2-3movs.mid,0,False
bach,015301b_.mid,015301b_.mid,0,False
bach,026500b_.mid,026500b_.mid,0,False
bach,017206b_.mid,017206b_.mid,0,False
mozart,Adagio_in_B_flat.mid,Adagio_in_B_flat.mid,0,False
mozart,K314_Flute_Concerto_n2_3mov.mid,K314_Flute_Concerto_n2_3mov.mid,0,False
bach,039800b_.mid,039800b_.mid,0,False
bach,039600b_.mid,039600b_.mid,0,False
mozart,Symphony_n35_K385_1mov_Haffner.mid,Symphony_n35_K385_1mov_Haffner.mid,0,False
bach,Bwv0563_Fantasie_con_imitation.mid,Bwv0563_Fantasie_con_imitation.mid,0,False
mozart,K333_Piano_Sonata_n13_3mov.mid,K333_Piano_Sonata_n13_3mov.mid,0,False
chopin,Impromptu_n3_op51.mid,Impromptu_n3_op51.mid,0,False
bach,7Ko_nnen_Tra_nen_meiner_Wangen_nichts_erlangen_Alto_Aria.mid,7Ko_nnen_Tra_nen_meiner_Wangen_nichts_erlangen_Alto_Aria.mid,0,False
bach,Variation_07.mid,Variation_07.mid,0,False
bach,Unfinished_Fugue.mid,Unfinished_Fugue.mid,0,False
bach,030500b_.mid,030500b_.mid,0,False
bach,invent5.mid,invent5.mid,0,False
bach,026300b_.mid,026300b_.mid,0,False
mozart,Piano_Sonata_n19_K576.mid,Piano_Sonata_n19_K576.mid,0,False
chopin,Etude_op10_n01.mid,Etude_op10_n01.mid,0,False
bach,Bwv0306.mid,Bwv0306.mid,0,False
bach,006206bv.mid,006206bv.mid,0,False
bach,017206ch.mid,017206ch.mid,0,False
beethoven,Sketch_for_Piano_Allegretto.mid,Sketch_for_Piano_Allegretto.mid,0,False
chopin,Nocturne_op33_n2.mid,Nocturne_op33_n2.mid,0,False
chopin,19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No9.mid,19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No9.mid,0,False
bach,Bwv1067_Orchestral_Suite_n2_1mov.mid,Bwv1067_Orchestral_Suite_n2_1mov.mid,0,False
bach,008405b_.mid,008405b_.mid,0,False
beethoven,Hess074_Bagatella.mid,Hess074_Bagatella.mid,0,False
bach,Bwv1066_Orchestral_suite_n1_Bouree.mid,Bwv1066_Orchestral_suite_n1_Bouree.mid,0,False
bach,030700b_.mid,030700b_.mid,0,False
bach,036000b_.mid,036000b_.mid,0,False
bach,Piano_version_of_Bachs_two_part_inventions_No7.mid,Piano_version_of_Bachs_two_part_inventions_No7.mid,0,False
beethoven,Piano_Concerto_n5_op73_1mov_Emperor.mid,Piano_Concerto_n5_op73_1mov_Emperor.mid,0,False
bach,038200b_.mid,038200b_.mid,0,False
bach,Bwv1049_Brandenburg_Concert_n4_3mov.mid,Bwv1049_Brandenburg_Concert_n4_3mov.mid,0,False
bach,012406b_.mid,012406b_.mid,0,False
bach,Bwv1054_Harpsichord_Concerto_n3_1mov.mid,Bwv1054_Harpsichord_Concerto_n3_1mov.mid,0,False
mozart,Symphony_n22_K162_1mov.mid,Symphony_n22_K162_1mov.mid,0,False
chopin,Etude_op25_n07.mid,Etude_op25_n07.mid,0,False
beethoven,Piano_Sonata_n17_Tempestat.mid,Piano_Sonata_n17_Tempestat.mid,0,False
bach,032400b_.mid,032400b_.mid,0,False
mozart,Symphony_n39_K543_1mov.mid,Symphony_n39_K543_1mov.mid,0,False
beethoven,WoO061_Mouvement_Pour_Piano.mid,WoO061_Mouvement_Pour_Piano.mid,0,False
bach,Bwv1052_Harpsichord_Concerto_n1_3mov.mid,Bwv1052_Harpsichord_Concerto_n1_3mov.mid,0,False
bach,05_Aria_For_Soprano.mid,05_Aria_For_Soprano.mid,0,False
chopin,Prelude_n04_op28_Suffocation.mid,Prelude_n04_op28_Suffocation.mid,0,False
bach,Bwv0136.mid,Bwv0136.mid,0,False
mozart,Piano_Concerto_n23_K488_3mov.mid,Piano_Concerto_n23_K488_3mov.mid,0,False
